title,author_for_reference,pdf_url,page_no,domain_url,pattern_cleaned_url,github_user_cleaned_url
TOI-969: a late-K dwarf with a hot mini-Neptune in the desert and an eccentric cold Jupiter,J Lillo-Box,https://eprints.keele.ac.uk/id/eprint/12158/1/aa43879-22.pdf,12,https://github.com/ucl-exoplanets/ExoTETHyS,github.com/ucl-exoplanets/ExoTETHyS,ucl-exoplanets/ExoTETHyS
Minimum sample size for developing a multivariable prediction model using multinomial logistic regression.,A Pate,https://eprints.keele.ac.uk/id/eprint/11920/1/2207.12892.pdf,48,https://github.com/alexpate30/Multi-Outcome-,github.com/alexpate30/Multi-Outcome-,alexpate30/MRC-multi-outcome
55 Cancri e's occultation captured with CHEOPS,B-O Demory,https://eprints.keele.ac.uk/id/eprint/12063/1/aa44894-22.pdf,1,https://github.com/alphapsa/PIPE,github.com/alphapsa/PIPE,alphapsa/PIPE
Industrial Internet of Things Security Modelling using Ontological Methods,MA Jarwar,https://eprints.keele.ac.uk/id/eprint/11910/1/3567445.3571103.pdf,1,https://github.com/brunomozza/IoTSecurityOntology/blob/master/iotsec.owl,github.com/brunomozza/IoTSecurityOntology,brunomozza/IoTSecurityOntology
"TOI 560: Two Transiting Planets Orbiting a K Dwarf Validated with iSHELL, PFS, and HIRES RVs",M El Mufti,https://eprints.keele.ac.uk/id/eprint/12170/1/TOI%20560.pdf,4,https://github.com/kevin218/POET,github.com/kevin218/POET,kevin218/POET
"TOI 560: Two Transiting Planets Orbiting a K Dwarf Validated with iSHELL, PFS, and HIRES RVs",M El Mufti,https://eprints.keele.ac.uk/id/eprint/12170/1/TOI%20560.pdf,11,https://github.com/jonzink/EDI_Vetter_unplugged,github.com/jonzink/EDI_Vetter_unplugged,jonzink/EDI_Vetter_unplugged
"Phase curve and geometric albedo of WASP-43b measured with CHEOPS, TESS, and HST WFC3/UVIS",G Scandariato,https://eprints.keele.ac.uk/id/eprint/11912/1/aa43974-22.pdf,2,https://github.com/alphapsa/PIPE,github.com/alphapsa/PIPE,alphapsa/PIPE
"Phase curve and geometric albedo of WASP-43b measured with CHEOPS, TESS, and HST WFC3/UVIS",G Scandariato,https://eprints.keele.ac.uk/id/eprint/11912/1/aa43974-22.pdf,2,https://github.com/jvines/astroARIADNE,github.com/jvines/astroARIADNE,jvines/astroARIADNE
"Phase curve and geometric albedo of WASP-43b measured with CHEOPS, TESS, and HST WFC3/UVIS",G Scandariato,https://eprints.keele.ac.uk/id/eprint/11912/1/aa43974-22.pdf,4,https://github.com/hpparvi/ldtk,github.com/hpparvi/ldtk,hpparvi/ldtk
"Phase curve and geometric albedo of WASP-43b measured with CHEOPS, TESS, and HST WFC3/UVIS",G Scandariato,https://eprints.keele.ac.uk/id/eprint/11912/1/aa43974-22.pdf,5,https://github.com/hpparvi/PyDE,github.com/hpparvi/PyDE,hpparvi/PyDE
"Phase curve and geometric albedo of WASP-43b measured with CHEOPS, TESS, and HST WFC3/UVIS",G Scandariato,https://eprints.keele.ac.uk/id/eprint/11912/1/aa43974-22.pdf,11,https://github.com/exoclime/FastChem,github.com/exoclime/FastChem,exoclime/FastChem
COVIDiSTRESS diverse dataset on psychological and behavioural outcomes one year into the COVID-19 pandemic,AM Blackburn,https://eprints.keele.ac.uk/id/eprint/11537/7/s41597-022-01383-6%20%281%29.pdf,6,https://github.com/CSSEGISandData/COVID-19)44,github.com/CSSEGISandData/COVID-,CSSEGISandData/COVID-19
Characterization of the HD 108236 system with CHEOPS and TESS Confirmation of a fifth transiting planet,S Hoyer,https://eprints.keele.ac.uk/id/eprint/12019/1/2210.08912.pdf,7,https://github.com/chenjj2/forecaster,github.com/chenjj2/forecaster,chenjj2/forecaster
Thermally dynamic examination of local order in nanocrystalline hydroxyapatite,EL Arnold,https://eprints.keele.ac.uk/id/eprint/11474/1/1-s2.0-S0022459622005990-main.pdf,8,"https://github.com/pachater/topas,",github.com/pachater/topas,pachater/topas
The GAPS programme at TNG XL. A puffy and warm Neptune-sized planet and an outer Neptune-mass candidate orbiting the solar-type star TOI-1422,L Naponiello,https://eprints.keele.ac.uk/id/eprint/11936/1/aa44079-22.pdf,2,https://github.com/jlillo/astrasens,github.com/jlillo/astrasens,jlillo/astrasens
The GAPS programme at TNG XL. A puffy and warm Neptune-sized planet and an outer Neptune-mass candidate orbiting the solar-type star TOI-1422,L Naponiello,https://eprints.keele.ac.uk/id/eprint/11936/1/aa44079-22.pdf,5,https://github.com/lkreidberg/batman,github.com/lkreidberg/batman,lkreidberg/batman
The GAPS programme at TNG XL. A puffy and warm Neptune-sized planet and an outer Neptune-mass candidate orbiting the solar-type star TOI-1422,L Naponiello,https://eprints.keele.ac.uk/id/eprint/11936/1/aa44079-22.pdf,18,https://github.com/3fon3fonov/exostriker),github.com/3fon3fonov/exostriker,3fon3fonov/exostriker
The GAPS programme at TNG XL. A puffy and warm Neptune-sized planet and an outer Neptune-mass candidate orbiting the solar-type star TOI-1422,L Naponiello,https://eprints.keele.ac.uk/id/eprint/11936/7/2207.03293.pdf,4,https://github.com/gomesdasilva/ACTIN,github.com/gomesdasilva/ACTIN,gomesdasilva/ACTIN
The HD 93963 A transiting system: A 1.04d super-Earth and a 3.65 d sub-Neptune discovered by TESS and CHEOPS,LM Serrano,https://eprints.keele.ac.uk/id/eprint/11771/1/aa43093-22.pdf,4,https://github.com/alphapsa/PIPE,github.com/alphapsa/PIPE,alphapsa/PIPE
The HD 93963 A transiting system: A 1.04d super-Earth and a 3.65 d sub-Neptune discovered by TESS and CHEOPS,LM Serrano,https://eprints.keele.ac.uk/id/eprint/11771/1/aa43093-22.pdf,10,https://github.com/RuthAngus/stardate,github.com/RuthAngus/stardate,RuthAngus/stardate
"The Gaia-ESO Public Spectroscopic Survey: Motivation, implementation, GIRAFFE data processing, analysis, and final data products star",G Gilmore,https://eprints.keele.ac.uk/id/eprint/12191/1/aa43134-22.pdf,21,https://github.com/andycasey/ges-idr5,github.com/andycasey/ges-idr,andycasey/ges-idr5
"A Genome-Wide Association Analysis of 2,622,830 Individuals Reveals New Pathogenic Pathways in Gout",T Merriman,https://eprints.keele.ac.uk/id/eprint/11916/1/2022.11.26.22281768v1.full.pdf,50,https://github.com/cathaloruaidh/genomeBuildConversion;,github.com/cathaloruaidh/genomeBuildConversion,cathaloruaidh/genomeBuildConversion
"A Genome-Wide Association Analysis of 2,622,830 Individuals Reveals New Pathogenic Pathways in Gout",T Merriman,https://eprints.keele.ac.uk/id/eprint/11916/1/2022.11.26.22281768v1.full.pdf,51,https://github.com/Geeketics/LocusZooms;,github.com/Geeketics/LocusZooms,Geeketics/LocusZooms
"A Genome-Wide Association Analysis of 2,622,830 Individuals Reveals New Pathogenic Pathways in Gout",T Merriman,https://eprints.keele.ac.uk/id/eprint/11916/1/2022.11.26.22281768v1.full.pdf,51,https://github.com/gkichaev/PAINTOR_V3.0;,github.com/gkichaev/PAINTOR_V,gkichaev/PAINTOR_V2.1
"A Genome-Wide Association Analysis of 2,622,830 Individuals Reveals New Pathogenic Pathways in Gout",T Merriman,https://eprints.keele.ac.uk/id/eprint/11916/1/2022.11.26.22281768v1.full.pdf,51,https://github.com/bulik/ldsc;,github.com/bulik/ldsc,bulik/ldsc
"A Genome-Wide Association Analysis of 2,622,830 Individuals Reveals New Pathogenic Pathways in Gout",T Merriman,https://eprints.keele.ac.uk/id/eprint/11916/1/2022.11.26.22281768v1.full.pdf,52,https://github.com/immunogenomics/cov-ldsc;,github.com/immunogenomics/cov-ldsc,immunogenomics/cov-ldsc
"A Genome-Wide Association Analysis of 2,622,830 Individuals Reveals New Pathogenic Pathways in Gout",T Merriman,https://eprints.keele.ac.uk/id/eprint/11916/1/2022.11.26.22281768v1.full.pdf,52,https://github.com/mkanai/slalom;,github.com/mkanai/slalom,mkanai/slalom
"A Genome-Wide Association Analysis of 2,622,830 Individuals Reveals New Pathogenic Pathways in Gout",T Merriman,https://eprints.keele.ac.uk/id/eprint/11916/1/2022.11.26.22281768v1.full.pdf,52,https://github.com/alcamerone/codes3d;,github.com/alcamerone/codes,alcamerone/codes3d
"A Genome-Wide Association Analysis of 2,622,830 Individuals Reveals New Pathogenic Pathways in Gout",T Merriman,https://eprints.keele.ac.uk/id/eprint/11916/1/2022.11.26.22281768v1.full.pdf,52,https://github.com/saorisakaue/GREP.,github.com/saorisakaue/GREP,saorisakaue/GREP
"The EBLM project – IX. Five fully convective M-dwarfs, precisely measured with CHEOPS and TESS light curves",D Sebastian,https://eprints.keele.ac.uk/id/eprint/11469/1/stac2565.pdf,2,https://github.com/pmaxted/pycheops,github.com/pmaxted/pycheops,pmaxted/pycheops
Is vaccination against Covid-19 associated with autoimmune rheumatic disease flare? A self-controlled case series analysis.,G Nakafero,https://eprints.keele.ac.uk/id/eprint/11414/1/keac484.pdf,6,https://github.com/NGeorgina/study_code).,github.com/NGeorgina/study_code,NGeorgina/study_code
The intrinsic reddening of the Magellanic Clouds as traced by background galaxies – III. The Large Magellanic Cloud,CPM Bell,https://eprints.keele.ac.uk/id/eprint/11521/6/2205.04406%20%281%29.pdf,2,https://github.com/AngusWright/LAMBDAR,github.com/AngusWright/LAMBDAR,AngusWright/LAMBDAR
The HD 260655 system: Two rocky worlds transiting a bright M dwarf at 10 pc,R Luque,https://eprints.keele.ac.uk/id/eprint/11524/1/aa43834-22.pdf,13,https://github.com/franpoz/SHERLOCK,github.com/franpoz/SHERLOCK,franpoz/SHERLOCK
The HD 260655 system: Two rocky worlds transiting a bright M dwarf at 10 pc,R Luque,https://eprints.keele.ac.uk/id/eprint/11524/1/aa43834-22.pdf,16,https://github.com/ucl-exoplanets/ExoTETHyS,github.com/ucl-exoplanets/ExoTETHyS,ucl-exoplanets/ExoTETHyS
Molecular Inhibition for Selective CO2 Conversion.,CE Creissen,https://eprints.keele.ac.uk/id/eprint/11282/7/supplementary-information.pdf,43,https://github.com/henniggroup/VASPsol,github.com/henniggroup/VASPsol,henniggroup/VASPsol
TOI-712: A System of Adolescent Mini-Neptunes Extending to the Habitable Zone,S Vach,https://eprints.keele.ac.uk/id/eprint/11403/1/Vach_2022_AJ_164_71.pdf,6,https://github.com/adamkraus/Comove,github.com/adamkraus/Comove,adamkraus/Comove
Uncovering the true periods of the young sub-Neptunes orbiting TOI-2076,HP Osborn,https://eprints.keele.ac.uk/id/eprint/11388/7/2203.03194.pdf,2,https://github.com/sousasag/ARES.,github.com/sousasag/ARES,sousasag/ARES
Uncovering the true periods of the young sub-Neptunes orbiting TOI-2076,HP Osborn,https://eprints.keele.ac.uk/id/eprint/11388/7/2203.03194.pdf,3,https://github.com/hposborn/MonoTools.,github.com/hposborn/MonoTools,hposborn/MonoTools
Uncovering the true periods of the young sub-Neptunes orbiting TOI-2076,HP Osborn,https://eprints.keele.ac.uk/id/eprint/11388/7/2203.03194.pdf,6,https://github.com/hannorein/rebound.,github.com/hannorein/rebound,hannorein/rebound
Uncovering the true periods of the young sub-Neptunes orbiting TOI-2076,HP Osborn,https://eprints.keele.ac.uk/id/eprint/11388/7/2203.03194.pdf,6,https://github.com/bmorris3/forecaster,github.com/bmorris3/forecaster,bmorris3/forecaster
Precision measurement of a brown dwarf mass in a binary system in the microlensing event OGLE-2019-BLG-0033/MOA-2019-BLG-035,A Herald,https://eprints.keele.ac.uk/id/eprint/11244/1/2022A%2BA...663A.100H.pdf,5,https://github.com/valboz/VBBinaryLensing,github.com/valboz/VBBinaryLensing,valboz/VBBinaryLensing
MA-cont:pre/post effect size: An interactive tool for the meta-analysis of continuous outcomes using R Shiny.,K Papadimitropoulou,https://eprints.keele.ac.uk/id/eprint/11202/1/ShinyApp_resubmission_KP.pdf,1,https://github.com/Katerina-Pap/MA-cont-shiny-app.,github.com/Katerina-Pap/MA-cont-shiny-app,Katerina-Pap/MA-cont-shiny-app
Low mass young stars in the Milky Way unveiled by DBSCAN and Gaia EDR3. Mapping the star forming regions within 1.5 Kpc,L Prisinzano,https://eprints.keele.ac.uk/id/eprint/11023/7/aa43580-22.pdf,9,https://github.com/syrte/ndtest,github.com/syrte/ndtest,syrte/ndtest
COVID-19 trajectories among 57 million adults in England: a cohort study using electronic health records.,JH Thygesen,https://eprints.keele.ac.uk/id/eprint/12400/1/COVID-19%20trajectories%20among%2057%20million%20adults%20in%20England%20a%20cohort%20study%20using%20electronic%20health%20records.pdf,14,https://github.com/spiros/chronological-map-,github.com/spiros/chronological-map-,spiros/chronological-map-phenotypes
Transcriptomic and small RNA response to Mayaro virus infection in Anopheles stephensi mosquitoes,C Henderson,https://eprints.keele.ac.uk/id/eprint/11685/1/journal.pntd.0010507.pdf,18,https://github.com/rajewsky-lab/mirdeep2.,github.com/rajewsky-lab/mirdeep,rajewsky-lab/mirdeep2
A multimodal approach to biomarker discovery for spinal cord injury,Gabriel Mateus Bernardo Harrington,https://eprints.keele.ac.uk/id/eprint/11058/1/BernardoHarringtonPhD2022.pdf,348,https://github.com/rstudio/bookdown.,github.com/rstudio/bookdown,rstudio/bookdown
A multimodal approach to biomarker discovery for spinal cord injury,Gabriel Mateus Bernardo Harrington,https://eprints.keele.ac.uk/id/eprint/11058/1/BernardoHarringtonPhD2022.pdf,351,https://github.com/rstudio/rmarkdown.,github.com/rstudio/rmarkdown,rstudio/rmarkdown
"Neuroevolution of bipedal locomotion: algorithmic, balance penalty and morphological improvements for improved robustness and performance",Benjamin Jackson,https://eprints.keele.ac.uk/id/eprint/11065/1/JacksonPhD2022.pdf,67,https://github.com/benjack795/solomon-reimp,github.com/benjack795/solomon-reimp,benjack795/solomon-reimp
"Neuroevolution of bipedal locomotion: algorithmic, balance penalty and morphological improvements for improved robustness and performance",Benjamin Jackson,https://eprints.keele.ac.uk/id/eprint/11065/1/JacksonPhD2022.pdf,80,https://github.com/benjack795/bipedal-methods.),github.com/benjack795/bipedal-methods,benjack795/bipedal-methods
"Neuroevolution of bipedal locomotion: algorithmic, balance penalty and morphological improvements for improved robustness and performance",Benjamin Jackson,https://eprints.keele.ac.uk/id/eprint/11065/1/JacksonPhD2022.pdf,161,https://github.com/openai/evolution-strategies-starter.,github.com/openai/evolution-strategies-starter,openai/evolution-strategies-starter
"Neuroevolution of bipedal locomotion: algorithmic, balance penalty and morphological improvements for improved robustness and performance",Benjamin Jackson,https://eprints.keele.ac.uk/id/eprint/11065/1/JacksonPhD2022.pdf,162,https://github.com/uber-research/deep-neuroevolution.,github.com/uber-research/deep-neuroevolution,uber-research/deep-neuroevolution
Validation of prediction models in the presence of competing risks: a guide through modern methods.,N van Geloven,https://eprints.keele.ac.uk/id/eprint/11091/1/bmj-2021-069249.full.pdf,0,https://github.com/survival-lumc/ValidationCompRisks,github.com/survival-lumc/ValidationCompRisks,survival-lumc/ValidationCompRisks
Identification of Metallic Objects using Spectral Magnetic Polarizability Tensor Signatures: Object Classification,BA Wilson,https://eprints.keele.ac.uk/id/eprint/10500/7/Numerical%20Meth%20Engineering%20-%202022%20-%20Wilson%20-%20Identification%20of%20metallic%20objects%20using%20spectral%20magnetic%20polarizability.pdf,34,https://github.com/BAWilson94/MPT-Calculator,github.com/BAWilson94/MPT-Calculator,BAWilson94/MPT-Calculator
Effect of swearing on strength: Disinhibition as a potential mediator,R Stephens,https://eprints.keele.ac.uk/id/eprint/10605/1/QJEP_accepted_Feb22.pdf,7,https://github.com/joyfulwei/Balloon-task-in-Qualtrics).,github.com/joyfulwei/Balloon-task-in-Qualtrics,joyfulwei/Balloon-task-in-Qualtrics
Effect of swearing on strength: Disinhibition as a potential mediator,R Stephens,https://eprints.keele.ac.uk/id/eprint/10605/7/17470218221082657.pdf,2,https://github.com/joyfulwei/Balloon-task-in-,github.com/joyfulwei/Balloon-task-in-,joyfulwei/Balloon-task-in-Qualtrics
The atmosphere and architecture of WASP-189 b probed by its CHEOPS phase curve,A Deline,https://eprints.keele.ac.uk/id/eprint/10840/1/aa42400-21.pdf,4,https://github.com/alphapsa/PIPE,github.com/alphapsa/PIPE,alphapsa/PIPE
The atmosphere and architecture of WASP-189 b probed by its CHEOPS phase curve,A Deline,https://eprints.keele.ac.uk/id/eprint/10840/1/aa42400-21.pdf,6,https://github.com/hpparvi/PyTransit,github.com/hpparvi/PyTransit,hpparvi/PyTransit
The atmosphere and architecture of WASP-189 b probed by its CHEOPS phase curve,A Deline,https://eprints.keele.ac.uk/id/eprint/10840/1/aa42400-21.pdf,10,https://github.com/delinea/LDCU,github.com/delinea/LDCU,delinea/LDCU
"Investigating the architecture and internal structure of the TOI-561 system planets with CHEOPS, HARPS-N, and TESS",G Lacedelli,https://eprints.keele.ac.uk/id/eprint/10763/1/2201.07727.pdf,6,"https://github.com/LucaMalavolta/PyORBIT,",github.com/LucaMalavolta/PyORBIT,LucaMalavolta/PyORBIT
"Investigating the architecture and internal structure of the TOI-561 system planets with CHEOPS, HARPS-N, and TESS",G Lacedelli,https://eprints.keele.ac.uk/id/eprint/10763/1/2201.07727.pdf,8,https://github.com/hpparvi/PyDE.,github.com/hpparvi/PyDE,hpparvi/PyDE
"Investigating the architecture and internal structure of the TOI-561 system planets with CHEOPS, HARPS-N, and TESS",G Lacedelli,https://eprints.keele.ac.uk/id/eprint/10763/1/2201.07727.pdf,9,https://github.com/pmaxted/pycheops.,github.com/pmaxted/pycheops,pmaxted/pycheops
Attention Mechanism Guided Deep Regression Model for Acne Severity Grading,S Alzahrani,https://eprints.keele.ac.uk/id/eprint/11225/1/computers-11-00031.pdf,13,"https://github.com/xpwu95/LDL,",github.com/xpwu95/LDL,xpwu95/LDL
Effect of speed on flow and enjoyment for driving and rollercoasters,R Stephens,https://eprints.keele.ac.uk/id/eprint/10604/7/17470218221082657.pdf,2,https://github.com/joyfulwei/Balloon-task-in-,github.com/joyfulwei/Balloon-task-in-,joyfulwei/Balloon-task-in-Qualtrics
GASKAP-HI pilot survey science I: ASKAP zoom observations of Hi emission in the Small Magellanic Cloud,NM Pingel,https://eprints.keele.ac.uk/id/eprint/10638/1/gaskap-hi-pilot-survey-science-i-askap-zoom-observations-of-hi-emission-in-the-small-magellanic-cloud.pdf,6,https://github.com/nipingel/GASKAP_Imaging.,github.com/nipingel/GASKAP_Imaging,nipingel/GASKAP_Imaging
Spi-OPS: Spitzer and CHEOPS confirm the near-polar orbit of MASCARA-1 b and reveal a hint of dayside reflection,MJ Hooton,https://eprints.keele.ac.uk/id/eprint/10599/1/aa41645-21.pdf,5,https://github.com/pmaxted/pycheops,github.com/pmaxted/pycheops,pmaxted/pycheops
Spi-OPS: Spitzer and CHEOPS confirm the near-polar orbit of MASCARA-1 b and reveal a hint of dayside reflection,MJ Hooton,https://eprints.keele.ac.uk/id/eprint/10599/1/aa41645-21.pdf,5,https://github.com/hpparvi/PyTransit,github.com/hpparvi/PyTransit,hpparvi/PyTransit
Spi-OPS: Spitzer and CHEOPS confirm the near-polar orbit of MASCARA-1 b and reveal a hint of dayside reflection,MJ Hooton,https://eprints.keele.ac.uk/id/eprint/10599/1/aa41645-21.pdf,8,https://github.com/exoplanet-dev/celerite2,github.com/exoplanet-dev/celerite,exoplanet-dev/celerite2
Spi-OPS: Spitzer and CHEOPS confirm the near-polar orbit of MASCARA-1 b and reveal a hint of dayside reflection,MJ Hooton,https://eprints.keele.ac.uk/id/eprint/10599/1/aa41645-21.pdf,15,https://github.com/exoclime/HELIOS,github.com/exoclime/HELIOS,exoclime/HELIOS
"mixtur: An R package for designing, analysing, and modelling continuous report visual short-term memory studies",JA Grange,https://eprints.keele.ac.uk/id/eprint/10033/1/Grange%20and%20Moore%20%28mixtur%29.pdf,32,https://github.com/crsh/papaja,github.com/crsh/papaja,crsh/papaja
Parameters of the eclipsing binary α Draconis observed by TESS and SONG,DR Hey,https://eprints.keele.ac.uk/id/eprint/10531/1/stac020.pdf,8,https://github.com/danhey/adra,github.com/danhey/adra,danhey/adra
Computational modelling of the speed–accuracy tradeoff: No evidence for an association with depression symptomatology,JA Grange,https://eprints.keele.ac.uk/id/eprint/10477/1/manuscript.pdf,17,https://github.com/crsh/papaja,github.com/crsh/papaja,crsh/papaja
TOI-1201 b: A mini-Neptune transiting a bright and moderately young M dwarf,D Kossakowski,https://eprints.keele.ac.uk/id/eprint/10515/1/aa41587-21.pdf,1,https://github.com/jlillo/tpfplotter,github.com/jlillo/tpfplotter,jlillo/tpfplotter
TOI-1201 b: A mini-Neptune transiting a bright and moderately young M dwarf,D Kossakowski,https://eprints.keele.ac.uk/id/eprint/10515/1/aa41587-21.pdf,4,https://github.com/mzechmeister/serval,github.com/mzechmeister/serval,mzechmeister/serval
