title,author_for_reference,pdf_url,page_no,domain_url,pattern_cleaned_url,github_user_cleaned_url
Solve-RD: systematic pan-European data sharing and collaborative analysis to solve rare diseases,Birte Zurek,https://shura.shu.ac.uk/29064/12/Metcalfe-Solve-RD%28Supp1%29.pdf,4,"https://github.com/imgag/ClinCNV),",github.com/imgag/ClinCNV,imgag/ClinCNV
Automated Arrhythmia Detection Based on RR Intervals,Oliver Faust,https://shura.shu.ac.uk/28934/1/diagnostics-11-01446-v2.pdf,17,https://github.com/fchollet/keras,github.com/fchollet/keras,fchollet/keras
Socioeconomic inequalities in distance to and participation in a community-based running and walking activity: A longitudinal ecological study of parkrun 2010 to 2019.,RA Smith,https://shura.shu.ac.uk/28947/1/1-s2.0-S1353829221001222-main.pdf,2,https://github.com/RobertASmith/parkrun_temporal).,github.com/RobertASmith/parkrun_temporal,RobertASmith/parkrun_temporal
Predicting the environmental suitability for onchocerciasis in Africa as an aid to elimination planning,Elizabeth A. Cromwell,https://shura.shu.ac.uk/28889/2/pntd.0008824.pdf,4,https://github.com/ihmeuw/lbd/tree/,github.com/ihmeuw/lbd,ihmeuw/lbd
"The impact of conceptual structures on transaction
and enterprise architecture practices",Richard Lindsay Fallon,https://shura.shu.ac.uk/29418/1/Fallon_2021_PhD_ImpactConceptualStructures.pdf,231,https://github.com/RichardFallon/CGExport,github.com/RichardFallon/CGExport,RichardFallon/CGExport
"The impact of conceptual structures on transaction
and enterprise architecture practices",Richard Lindsay Fallon,https://shura.shu.ac.uk/29418/1/Fallon_2021_PhD_ImpactConceptualStructures.pdf,231,https://github.com/RichardFallon/CGImport,github.com/RichardFallon/CGImport,RichardFallon/CGImport
Search and restore: a study of cooperative multi-robot systems,Matthew Samuel Haire,https://shura.shu.ac.uk/29235/1/Haire_2021_PhD_SearchRestoreStudy.pdf,85,https://github.com/MattSHaire/Emergency-Ship-Hull-Repair.,github.com/MattSHaire/Emergency-Ship-Hull-Repair,MattSHaire/Emergency-Ship-Hull-Repair
Search and restore: a study of cooperative multi-robot systems,Matthew Samuel Haire,https://shura.shu.ac.uk/29235/1/Haire_2021_PhD_SearchRestoreStudy.pdf,150,https://github.com/DiODeProject/PheromoneKilobotSwarmIntell,github.com/DiODeProject/PheromoneKilobotSwarmIntell,DiODeProject/PheromoneKilobotSwarmIntell
Estimating Somatotype from a Single-camera 3D Body Scanning System,Chuang-Yuan Chiu,https://shura.shu.ac.uk/28612/11/Estimating%20somatotype%20from%20a%20single%20camera%203D%20body%20scanning%20system.pdf,8,http://github.com/stevengj/nlopt.,github.com/stevengj/nlopt,stevengj/nlopt
"Exploring the relationship between the workplace environment, employee wellbeing, and productivity",Michael J. Roskams,https://shura.shu.ac.uk/29322/1/Roskams_2021_PhD_ExploringRelationshipBetween.pdf,221,https://github.com/SpaceGroupUCL/depthmapX/,github.com/SpaceGroupUCL/depthmapX,SpaceGroupUCL/depthmapX
A novel approach for transient stability using interval arithmetic and optimization methods,R. Fortulan,https://shura.shu.ac.uk/28582/8/Fortulan-NovelApproachTransient%28AM%29.pdf,16,https://github.com/taschini/pyinterval.,github.com/taschini/pyinterval,taschini/pyinterval
A Database for Learning Numbers by Visual Finger Recognition in Developmental Neuro-Robotics,Sergio Davies,https://shura.shu.ac.uk/28356/1/fnbot-15-619504.pdf,6,https://github.com/tensorﬂow/models/blob/,github.com/tensorflow/models,tensorflow/models
Hybrid Decision Support to Monitor Atrial Fibrillation for Stroke Prevention,Ningrong Lei,https://shura.shu.ac.uk/28008/1/Hybrid%20decision%20support%20to%20monitor%20atrial%20fibrillation%20for%20stroke%20prevention.pdf,9,https://github.com/jramshur/HRVAS,github.com/jramshur/HRVAS,jramshur/HRVAS
Multi-Factor Authentication for Shibboleth Identity Providers,Emerson Ribeiro de Mello,https://shura.shu.ac.uk/27228/15/Da%20Silva_Multi-FactorAuthentication%28VoR%29.pdf,20,https://github.com/wstrange/GoogleAuth.,github.com/wstrange/GoogleAuth,wstrange/GoogleAuth
A Developmental Neuro-Robotics Approach for Boosting the Recognition of Handwritten Digits,Alessandro Di Nuovo,https://shura.shu.ac.uk/26014/1/wcci2020_adinuovo.final.pdf,7,https://github.com/EPSRC-NUMBERS/EmbodiedCNN-,github.com/EPSRC-NUMBERS/EmbodiedCNN-,EPSRC-NUMBERS/EmbodiedCNN-MNIST
A Novel Deep Learning Model for the Detection and Identification of Rolling Element-Bearing Faults,Alex Shenfield,https://shura.shu.ac.uk/27196/1/sensors-20-05112.pdf,23,https://github.com/al3xsh/rolling-element-bearing-fault-detection,github.com/al3xsh/rolling-element-bearing-fault-detection,al3xsh/rolling-element-bearing-fault-detection
A Smart Service Platform for Cost Efficient Cardiac Health Monitoring,Oliver Faust,https://shura.shu.ac.uk/27125/1/ijerph-17-06313.pdf,10,https://github.com/jramshur/HRVAS).,github.com/jramshur/HRVAS,jramshur/HRVAS
"Mapping geographic inequalities in access to drinking water and sanitation facilities in low- and middle-income countries, 2000–2017",Aniruddha Deshpande,https://shura.shu.ac.uk/27019/1/Mapping%20geographical%20inequalities.pdf,22,https://github.com/ihmeuw/lbd/,github.com/ihmeuw/lbd,ihmeuw/lbd
"Monitoring Sustainable Development Goals Amidst COVID-19 Through Big Data, Deep Learning and Interdisciplinarity",Kassim Mwitondi,https://shura.shu.ac.uk/27380/2/KSM-Presentation-September-2020.pdf,34,https://github.com/ieee8023/covid-chestxray-dataset.,github.com/ieee8023/covid-chestxray-dataset,ieee8023/covid-chestxray-dataset
"Work-in-Progress—Converging Virtual Reality, Robots, and Social Networks to Support Immersive Learning",Louis Nisiotis,https://shura.shu.ac.uk/26505/1/Work-in-Progress-Converging%20Virtual%20Reality%2C%20Robots%2C%20and%20Social%20Networks%20to%20Support%20Immersive%20Learning.pdf,4,https://github.com/siemens/ros-sharp,github.com/siemens/ros-sharp,siemens/ros-sharp
Does ethnic density influence community participation in mass participation physical activity events? The case of parkrun in England,Robert Smith,https://shura.shu.ac.uk/25810/8/Bullas_DoesEthnicDensity%28VoR-%20June%29.pdf,4,https://github.com/bitowaqr/DoPE)10.,github.com/bitowaqr/DoPE,bitowaqr/DoPE
Mapping local patterns of childhood overweight and wasting in low- and middle-income countries between 2000 and 2017,D.K . Kinyoki,https://shura.shu.ac.uk/26144/1/Mapping%20local%20patterns%20of%20childhood%20overweight_Published_20_04_2020.pdf,13,http://github.com/ihmeuw/lbd/tree/dbm-lmic-2020.,github.com/ihmeuw/lbd,ihmeuw/lbd
A global database of Holocene paleotemperature records,Darrell Kaufman,https://shura.shu.ac.uk/26020/1/s41597-020-0445-3.pdf,19,https://github.com/nickmckay/LiPD-utilities).,github.com/nickmckay/LiPD-utilities,nickmckay/LiPD-utilities
A global database of Holocene paleotemperature records,Darrell Kaufman,https://shura.shu.ac.uk/26020/1/s41597-020-0445-3.pdf,19,https://github.com/nickmckay/Temperature12k,github.com/nickmckay/Temperature,nickmckay/Temperature12k
Accuracy of Anthropometric Measurements by a Video-based 3D Modelling Technique,Chuang-Yuan Chiu,https://shura.shu.ac.uk/25814/2/Chiu_Accuracy_Of_Anthropometric%28AM%29.pdf,5,https://github.com/thmoa/videoavatars,github.com/thmoa/videoavatars,thmoa/videoavatars
"A Prototype that Fuses Virtual Reality, Robots, and Social Networks to Create a New Cyber–Physical–Social Eco-Society System for Cultural Heritage",Louis Nisiotis,https://shura.shu.ac.uk/25693/1/Nisiotis_A_Prototype_That%28VoR%29.pdf,15,https://github.com/siemens/ros-sharp,github.com/siemens/ros-sharp,siemens/ros-sharp
Developing the Knowledge of Number Digits in a child like Robot,Alessandro Di Nuovo,https://shura.shu.ac.uk/25502/15/Di%20Nuovo_DevelopingTheKnowledge%28AM%29.pdf,28,https://github.com/EPSRC-NUMBERS/EmbodiedCNN-Speech.,github.com/EPSRC-NUMBERS/EmbodiedCNN-Speech,EPSRC-NUMBERS/EmbodiedCNN-Speech
Real-time analysis and feedback of performance indicators in elite diving,Adam William Sotheran,https://shura.shu.ac.uk/29237/1/Sotheran_2020_PhD_Real-timeAnalysis.pdf,265,https://github.com/wspr/body-segment-param,github.com/wspr/body-segment-param,wspr/body-segment-param
Large expert-curated database for benchmarking document similarity detection in biomedical literature search,Peter Brown,https://shura.shu.ac.uk/28952/1/baz085.pdf,6,https://github.com/elastic/elasticsearch;,github.com/elastic/elasticsearch,elastic/elasticsearch
Large expert-curated database for benchmarking document similarity detection in biomedical literature search,Peter Brown,https://shura.shu.ac.uk/28952/1/baz085.pdf,6,https://github.com/apache/lucene-solr)].,github.com/apache/lucene-solr,apache/lucene-solr
Large expert-curated database for benchmarking document similarity detection in biomedical literature search,Peter Brown,https://shura.shu.ac.uk/28952/1/baz085.pdf,6,https://github.com/apache/httpd),github.com/apache/httpd,apache/httpd
Large expert-curated database for benchmarking document similarity detection in biomedical literature search,Peter Brown,https://shura.shu.ac.uk/28952/1/baz085.pdf,6,https://github.com/mongodb/mongo).,github.com/mongodb/mongo,mongodb/mongo
Ship Hull Repair Using A Swarm Of Autonomous Underwater Robots: A Self-Assembly Algorithm,Matthew Haire,https://shura.shu.ac.uk/25169/14/Xu_ShipHullRepair%28AM%29.pdf,6,https://github.com/MattSHaire/Emergency-Ship-Hull-Repair,github.com/MattSHaire/Emergency-Ship-Hull-Repair,MattSHaire/Emergency-Ship-Hull-Repair
"Mapping 123 million neonatal, infant and child deaths between 2000 and 2017",Roy Burstein,https://shura.shu.ac.uk/27399/2/41586_2019_Article_1545.pdf,28,https://github.com/ihmeuw/lbd/tree/u5mr-2019.,github.com/ihmeuw/lbd,ihmeuw/lbd
"Mapping 123 million neonatal, infant, and child deaths between 2000 and 2017",Roy Burstein,https://shura.shu.ac.uk/25300/1/Published%20version_16_10_2019.pdf,21,https://github.com/ihmeuw/lbd/tree/u5mr-2019.,github.com/ihmeuw/lbd,ihmeuw/lbd
Ship hull inspection using a swarm of autonomous underwater robots: a Search algorithm,Matthew Haire,https://shura.shu.ac.uk/25170/8/Xu_ShipHullInspection%28AM%29.pdf,2,https://github.com/MattSHaire/Emergency-Ship-Hull-Repair,github.com/MattSHaire/Emergency-Ship-Hull-Repair,MattSHaire/Emergency-Ship-Hull-Repair
Predictive analytics in facilities management: A pilot study for exploring environmental comfort using wireless sensors,Michael Roskams,https://shura.shu.ac.uk/24998/1/Predictive%20analytics%20in%20facilities%20management%20Roskams%20Haynes%202019.pdf,26,https://github.com/SpaceGroupUCL/depthmapX/,github.com/SpaceGroupUCL/depthmapX,SpaceGroupUCL/depthmapX
PEP4Django - A Policy Enforcement Point for Python Web Applications,Carlos Da Silva,https://shura.shu.ac.uk/26191/1/197909.pdf,10,https://github.com/ForgeRock/openam-community-edition,github.com/ForgeRock/openam-community-edition,ForgeRock/openam-community-edition
"Sample treatment for tissue proteomics in cancer, toxicology, and forensics",Laura Cole,https://shura.shu.ac.uk/24862/3/Cole-SampleTreatmentTissue%28AM%29.pdf,19,https://github.com/jcupitt/protsift),github.com/jcupitt/protsift,jcupitt/protsift
Implementing YewPar: a framework for parallel tree search,Blair Archibald,https://shura.shu.ac.uk/24769/1/Archibald_Maier_Stewart_Trinder_EuroPar19_accepted.pdf,5,https://github.com/BlairArchibald/YewPar,github.com/BlairArchibald/YewPar,BlairArchibald/YewPar
Metagenomic next-generation sequencing aids the diagnosis of viral infections in febrile returning travellers,Hanna Jerome,https://shura.shu.ac.uk/25123/8/Klymenko_MetagenomicNext-Generation%28VoR%29.pdf,2,https://github.com/vbsreenu/Tanoti,github.com/vbsreenu/Tanoti,vbsreenu/Tanoti
Quality-sensitive foraging by a robot swarm through virtual pheromone trails,Anna Font Llenas,https://shura.shu.ac.uk/23375/1/Xu-%20quality_sensitive_foraging%28AM%29.pdf,6,https://github.com/DiODeProject/PheromoneKilobot.,github.com/DiODeProject/PheromoneKilobot,DiODeProject/PheromoneKilobot
"Investigation into Swarm-based Cooperative Behaviour in Execution of
Open Field Agricultural Tasks",Alireza Janani,https://shura.shu.ac.uk/24182/1/Janani_2018_PhD_Swarm-basedCooperative.pdf,85,https://github.com/ajanani85/laser_analysis.git.,github.com/ajanani85/laser_analysis,ajanani85/laser_analysis
Comparison of automated post-processing techniques for measurement of body surface area from 3D photonic scans,Chuang-Yuan Chiu,https://shura.shu.ac.uk/21752/1/Chiu-ComparisonOfAutomatedPost-Processing%28AM%29.pdf,9,https://github.com/mkazhdan/PoissonRecon;,github.com/mkazhdan/PoissonRecon,mkazhdan/PoissonRecon
"ICS Materials. Towards a re-Interpretation of material qualities through 
interactive, connected, and smart materials.",Stefano Parisi,https://shura.shu.ac.uk/19050/1/Petrelli_ICS_materials_%28AM%29.pdf,77,"https://github.com/medialab/catwalk),",github.com/medialab/catwalk,medialab/catwalk
Digital places: location-based digital practices in higher education using Bluetooth Beacons,Ian Glover,https://shura.shu.ac.uk/21981/1/Glover%20%2B%20McDonald%20-%20Digital%20Places%20-%20EdMedia%202018%20-%20final%20submission.pdf,10,https://github.com/google/physical-web/issues/784,github.com/google/physical-web,google/physical-web
Uma Proposta de Arquitetura para Autorização Federada com Internet das Coisas,Gabriela da Silva,https://shura.shu.ac.uk/26198/1/SBSeg-WTICG-GT-Gabi-Final.pdf,5,https://github.com/emersonmello/dummyuafclient,github.com/emersonmello/dummyuafclient,emersonmello/dummyuafclient
Development of smart grid testbed with low-cost hardware and software for cybersecurity research and education,Michael Annor-Asante,https://shura.shu.ac.uk/20883/7/Annor-Asante-Pranggono2018_Article_DevelopmentOfSmartGridTestbedW.pdf,20,https://github.com/Markus-Go/bonesi.,github.com/Markus-Go/bonesi,Markus-Go/bonesi
Area-energy aware dataflow optimisation of visual tracking systems,Paulo Garcia,https://shura.shu.ac.uk/18575/1/ARC2018-Paper-19.pdf,4,https://github.com/orcc/orc-apps,github.com/orcc/orc-apps,orcc/orc-apps
A Framework for Exploiting Internet of Things for Context-Aware Trust-Based Personalized Services,Abayomi Otebolaku,https://shura.shu.ac.uk/24430/1/6138418.pdf,24,http://github.com/stardog-union/pellet.,github.com/stardog-union/pellet,stardog-union/pellet
RIPL: A Parallel Image Processing Language for FPGAs,Rob Stewart,https://shura.shu.ac.uk/18203/1/PDF28236303-533420776.pdf,7,https://github.com/robstewart57/ripl,github.com/robstewart57/ripl,robstewart57/ripl
Constructing and interrogating actor histories,Tony Clark,https://shura.shu.ac.uk/17355/8/Clark-ConstructingAndInterrogatingActorHistories%28AM%29.pdf,17,https://github.com/TonyClark/ESL,github.com/TonyClark/ESL,TonyClark/ESL
DustPedia: Multiwavelength photometry and imagery of 875 nearby galaxies in 42 ultraviolet-microwave bands,C.J.R. Clark,https://shura.shu.ac.uk/23986/1/aa31419-17.pdf,9,https://github.com/Stargrazer82301/CAAPR,github.com/Stargrazer82301/CAAPR,Stargrazer82301/CAAPR
DustPedia: Multiwavelength photometry and imagery of 875 nearby galaxies in 42 ultraviolet-microwave bands,C.J.R. Clark,https://shura.shu.ac.uk/23986/1/aa31419-17.pdf,10,https://github.com/astropy/astroquery,github.com/astropy/astroquery,astropy/astroquery
DustPedia: Multiwavelength photometry and imagery of 875 nearby galaxies in 42 ultraviolet-microwave bands,C.J.R. Clark,https://shura.shu.ac.uk/23986/1/aa31419-17.pdf,10,https://github.com/astropy/photutils,github.com/astropy/photutils,astropy/photutils
Power efficient dataflow design for a heterogeneous smart camera architecture,Deepayan Bhowmik,https://shura.shu.ac.uk/16301/1/SCA_FPGA.pdf,2,https://github.com/orcc/orc-apps,github.com/orcc/orc-apps,orcc/orc-apps
Machine learning based intrusion detection system for software defined networks,Atiku Abubakar,https://shura.shu.ac.uk/16558/1/Pranggono-MachineLearningBasedIntrusionDetectionSystem%28AM%29.pdf,6,https://github.com/FransHBotes/NSLKDD-Dataset,github.com/FransHBotes/NSLKDD-Dataset,FransHBotes/NSLKDD-Dataset
Saturnus: Um Simulador Discreto Baseado em Eventos para Sistemas de Arquivos Paralelos,Lucas P. Bordignon,https://shura.shu.ac.uk/15147/1/saturnus_erad.pdf,2,https://github.com/lapesd/saturnus).,github.com/lapesd/saturnus,lapesd/saturnus
ESL: An Actor-Based Platform for Developing Emergent Behaviour Organisation Simulations,Tony Clark,https://shura.shu.ac.uk/16385/1/Clark%20ESL%20An%20Actor-Based%20Platform%20for%20Developing%20Emergent%20Behaviour%20Organisation%20Simulations.pdf,2,https://github.com/TonyClark/ESL,github.com/TonyClark/ESL,TonyClark/ESL
JIT-Based cost analysis for dynamic program transformations,John Magnus Morton,https://shura.shu.ac.uk/18622/1/RAC2016-published_version-137422.pdf,21,https://github.com/magnusmorton/pycket.,github.com/magnusmorton/pycket,magnusmorton/pycket
JIT-Based cost analysis for dynamic program transformations,John Magnus Morton,https://shura.shu.ac.uk/18622/1/RAC2016-published_version-137422.pdf,21,https://github.com/magnusmorton/trace-analysis.,github.com/magnusmorton/trace-analysis,magnusmorton/trace-analysis
JIT-Based cost analysis for dynamic program transformations,John Magnus Morton,https://shura.shu.ac.uk/18622/1/RAC2016-published_version-137422.pdf,21,https://github.com/krono/pycket-bench.,github.com/krono/pycket-bench,krono/pycket-bench
JIT-Based cost analysis for dynamic program transformations,John Magnus Morton,https://shura.shu.ac.uk/18622/1/RAC2016-published_version-137422.pdf,21,https://github.com/topazproject/topaz.,github.com/topazproject/topaz,topazproject/topaz
A dataflow IR for memory efficient RIPL compilation to FPGAs,Robert Stewart,https://shura.shu.ac.uk/14205/1/Bhowmik%20-%20Dataflow%20IR%20for%20memory%20efficient%20RIPL%20%28AM%29.pdf,5,https://github.com/robstewart57/ripl,github.com/robstewart57/ripl,robstewart57/ripl
An Open Workflow Environment to Support Learning Data Science,Charles Boisvert,https://shura.shu.ac.uk/14850/1/aii32.pdf,4,https://github.com/ggaughan/pipe2py.,github.com/ggaughan/pipe,ggaughan/pipe2py
A tool for creating and visualizing semantic annotations on relational tables,Suvodeep Mazumdar,https://shura.shu.ac.uk/16910/1/Mazumdar-ToolForCreatingAndVisulizingSemantic%28VoR%29.pdf,2,https://github.com/ziqizhang/sti,github.com/ziqizhang/sti,ziqizhang/sti
Visualizing semantic table annotations with TableMiner+,Suvodeep Mazumdar,https://shura.shu.ac.uk/16909/1/Mzumdar-VisualizingSemanticTableAnnotations%28VoR%29.pdf,1,https://github.com/ziqizhang/sti,github.com/ziqizhang/sti,ziqizhang/sti
JIT costing adaptive skeletons for performance portability,Patrick Maier,https://shura.shu.ac.uk/18623/1/FHPC2016-accepted_version.pdf,5,https://github.com/pycket/pycket/commit/0eea5c4,github.com/pycket/pycket,pycket/pycket
Android based teleoperation for the finch robot,Oliver Faust,https://shura.shu.ac.uk/14171/7/Faust%20-%20Android%20based%20teleoperation%20for%20the%20Finch%20Robert%20-%20published.pdf,6,"https://github.com/rosjava/rosjava_core,",github.com/rosjava/rosjava_core,rosjava/rosjava_core
Quality scalability aware watermarking for visual content,Deepayan Bhowmik,https://shura.shu.ac.uk/13806/7/Bhowmilk%20-%20Quality%20scalability%20aware%20watermarking%20for%20visual%20content%20%28pub%29.pdf,9,https://github.com/dbhowmik/scalableWM.2,github.com/dbhowmik/scalableWM,dbhowmik/scalableWM
Automated REA (AREA): a software toolset for a machine-readable resource-event-agent (REA) ontology specification,Richard Fallon,https://shura.shu.ac.uk/13067/1/Polovina%20automated%20rea.pdf,8,https://github.com/RichardFallon/CGImport,github.com/RichardFallon/CGImport,RichardFallon/CGImport
Automated REA (AREA): a software toolset for a machine-readable resource-event-agent (REA) ontology specification,Richard Fallon,https://shura.shu.ac.uk/13067/1/Polovina%20automated%20rea.pdf,8,https://github.com/RichardFallon/CGExport,github.com/RichardFallon/CGExport,RichardFallon/CGExport
