title,author_for_reference,pdf_url,page_no,domain_url,pattern_cleaned_url,github_user_cleaned_url
The importance of granularity in multiobjective optimization of mobile cloud hybrid applications,Aamir Akbar,https://publications.aston.ac.uk/id/eprint/37310/1/Akbar_et_al_2018_Transactions_on_Emerging_Telecommunications_Technologies.pdf,8,https://github.com/huberflores/CodeOffloadingAnnotations,github.com/huberflores/CodeOffloadingAnnotations,huberflores/CodeOffloadingAnnotations
The importance of granularity in multiobjective optimization of mobile cloud hybrid applications,Aamir Akbar,https://publications.aston.ac.uk/id/eprint/37310/1/Akbar_et_al_2018_Transactions_on_Emerging_Telecommunications_Technologies.pdf,8,https://github.com/dtmilano/AndroidViewClient/wiki,github.com/dtmilano/AndroidViewClient,dtmilano/AndroidViewClient
The importance of granularity in multiobjective optimization of mobile cloud hybrid applications,Aamir Akbar,https://publications.aston.ac.uk/id/eprint/37310/1/Akbar_et_al_2018_Transactions_on_Emerging_Telecommunications_Technologies.pdf,9,https://github.com/msg555/PowerTutor,github.com/msg555/PowerTutor,msg555/PowerTutor
Assessing the reliability of the Laban Movement Analysis system,Ulysses Bernardet,https://publications.aston.ac.uk/id/eprint/39242/1/journal.pone.0218179.pdf,9,https://github.com/bernuly/LMAVideoAnnotionTool).,github.com/bernuly/LMAVideoAnnotionTool,bernuly/LMAVideoAnnotionTool
Speech Breathing in Virtual Humans: An Interactive Model and Empirical Study,Ulysses Bernardet,https://publications.aston.ac.uk/id/eprint/39126/1/08714737.pdf,7,https://github.com/alejandroautalan/pygubu.,github.com/alejandroautalan/pygubu,alejandroautalan/pygubu
Stress-testing remote model querying APIs for relational and graph-based stores,Antonio García-Domínguez,https://publications.aston.ac.uk/id/eprint/31235/1/Stress_testing_remote_model_querying_APIs_for_relational_and_graph_based_stores.pdf,1,https://github.com/mondo-project/mondo-hawk.,github.com/mondo-project/mondo-hawk,mondo-project/mondo-hawk
Stress-testing remote model querying APIs for relational and graph-based stores,Antonio García-Domínguez,https://publications.aston.ac.uk/id/eprint/31235/1/Stress_testing_remote_model_querying_APIs_for_relational_and_graph_based_stores.pdf,1,https://github.com/atlanmod/Mogwai.,github.com/atlanmod/Mogwai,atlanmod/Mogwai
Stress-testing remote model querying APIs for relational and graph-based stores,Antonio García-Domínguez,https://publications.aston.ac.uk/id/eprint/31235/1/Stress_testing_remote_model_querying_APIs_for_relational_and_graph_based_stores.pdf,1,https://github.com/atlanmod/NeoEMF.,github.com/atlanmod/NeoEMF,atlanmod/NeoEMF
Stress-testing remote model querying APIs for relational and graph-based stores,Antonio García-Domínguez,https://publications.aston.ac.uk/id/eprint/31235/1/Stress_testing_remote_model_querying_APIs_for_relational_and_graph_based_stores.pdf,2,https://github.com/BryanHunt/mongo-emf/wiki.,github.com/BryanHunt/mongo-emf,BryanHunt/mongo-emf
Stress-testing remote model querying APIs for relational and graph-based stores,Antonio García-Domínguez,https://publications.aston.ac.uk/id/eprint/31235/1/Stress_testing_remote_model_querying_APIs_for_relational_and_graph_based_stores.pdf,20,https://github.com/orientechnologies/orientdb/issues/6686.,github.com/orientechnologies/orientdb,orientechnologies/orientdb
Rhetorical moves and identity performance in online child sexual abuse interactions,Emily Chiang,https://publications.aston.ac.uk/id/eprint/39062/1/Chiang_E._2018_Redacted.pdf,109,https://github.com/emilychiang/move-map-builder).,github.com/emilychiang/move-map-builder,emilychiang/move-map-builder
Evolutionary mutation testing for IoT with recorded and generated events,Lorena Gutiérrez-madroñal,https://publications.aston.ac.uk/id/eprint/37209/1/wileyNJD_Doc.pdf,13,https://github.com/fg-netzwerksicherheit/DENMEvaP,github.com/fg-netzwerksicherheit/DENMEvaP,fg-netzwerksicherheit/DENMEvaP
Joint event extraction based on hierarchical event schemas from framenet,Wei Li,https://publications.aston.ac.uk/id/eprint/38848/1/08643786.pdf,2,https://github.com/weili-ict/EventSchemasBasedOnFrameNet,github.com/weili-ict/EventSchemasBasedOnFrameNet,weili-ict/EventSchemasBasedOnFrameNet
Joint event extraction based on hierarchical event schemas from framenet,Wei Li,https://publications.aston.ac.uk/id/eprint/38848/1/08643786.pdf,9,https://github.com/Aureliu/BIU-RPI-Event-Extraction-Project,github.com/Aureliu/BIU-RPI-Event-Extraction-Project,Aureliu/BIU-RPI-Event-Extraction-Project
Joint event extraction based on hierarchical event schemas from framenet,Wei Li,https://publications.aston.ac.uk/id/eprint/38848/1/08643786.pdf,9,https://github.com/bishanyang/EventEntityExtractor,github.com/bishanyang/EventEntityExtractor,bishanyang/EventEntityExtractor
Universal envelopes of discontinuous functions,Eike Neumann,https://publications.aston.ac.uk/id/eprint/39139/1/Neumann_E._2018.pdf,124,https://github.com/michalkonecny/aern2.,github.com/michalkonecny/aern,michalkonecny/aern
Universal envelopes of discontinuous functions,Eike Neumann,https://publications.aston.ac.uk/id/eprint/39139/1/Neumann_E._2018.pdf,124,https://github.com/norbert-mueller/iRRAM.,github.com/norbert-mueller/iRRAM,norbert-mueller/iRRAM
Hawk solutions to the TTC 2018 Social Media Case,Antonio García-Domínguez,https://publications.aston.ac.uk/id/eprint/38103/1/paper7.pdf,3,"https://github.com/mondo-project/mondo-hawk,",github.com/mondo-project/mondo-hawk,mondo-project/mondo-hawk
Pseudonymization risk analysis in distributed systems,Geoffrey Neumann,https://publications.aston.ac.uk/id/eprint/39241/1/s13174_018_0098_z.pdf,14,https://github.com/OPERANDOH2020/op-privacy-,github.com/OPERANDOH2020/op-privacy-,OPERANDOH2020/op-privacy-modelling
Pseudonymization risk analysis in distributed systems,Geoffrey Neumann,https://publications.aston.ac.uk/id/eprint/39241/1/s13174_018_0098_z.pdf,14,https://github.com/OPERANDOH2020/op-privacy-modelling.,github.com/OPERANDOH2020/op-privacy-modelling,OPERANDOH2020/op-privacy-modelling
The Bari Manifesto:An interoperability framework for essential biodiversity variables,Alex R. Hardisty,https://publications.aston.ac.uk/id/eprint/40347/1/1_s2.0_S1574954118301961_main.pdf,9,https://github.com/tdwg/bdq,github.com/tdwg/bdq,tdwg/bdq
Reflecting on the past and the present with temporal graph-based models,Antonio García-Domínguez,https://publications.aston.ac.uk/id/eprint/38901/1/mrt_paper_1.pdf,2,https://github.com/datathings/greycat,github.com/datathings/greycat,datathings/greycat-doc
Reflecting on the past and the present with temporal graph-based models,Antonio García-Domínguez,https://publications.aston.ac.uk/id/eprint/38901/1/mrt_paper_1.pdf,5,https://github.com/mondo-project/mondo-hawk,github.com/mondo-project/mondo-hawk,mondo-project/mondo-hawk
Distinct neural mechanisms and temporal constraints govern a cascade of audiotactile interactions,Johanna M Zumer,https://publications.aston.ac.uk/id/eprint/39136/1/446112.full.pdf,20,https://github.com/johanna-zumer/audtac/blob/master/simulate_70results.m).,github.com/johanna-zumer/audtac,johanna-zumer/audtac
Implicit emotion detection in text,Udochukwu Orizu,https://publications.aston.ac.uk/id/eprint/37693/1/Orizu_O._2018.pdf,63,https://github.com/stanfordnlp/CoreNLP/blob/master/data/edu/stanford/nlp/patterns/surface/stopwords.txt,github.com/stanfordnlp/CoreNLP,stanfordnlp/CoreNLP
Implicit emotion detection in text,Udochukwu Orizu,https://publications.aston.ac.uk/id/eprint/37693/1/Orizu_O._2018.pdf,88,https://github.com/mfaruqui/retroﬁtting,github.com/mfaruqui/retrofitting,mfaruqui/retrofitting
Enhancing the interactivity of a clinical decision support system by using knowledge engineering and natural language processing,Mohammed Ashrafull Islam,https://publications.aston.ac.uk/id/eprint/37540/1/Islam_M._2018.pdf,102,https://github.com/csurfer/rake-,github.com/csurfer/rake-,csurfer/rake-nltk
Enhancing the interactivity of a clinical decision support system by using knowledge engineering and natural language processing,Mohammed Ashrafull Islam,https://publications.aston.ac.uk/id/eprint/37540/1/Islam_M._2018.pdf,105,https://github.com/Linguistic/rake).,github.com/Linguistic/rake,Linguistic/rake
Enhancing the interactivity of a clinical decision support system by using knowledge engineering and natural language processing,Mohammed Ashrafull Islam,https://publications.aston.ac.uk/id/eprint/37540/1/Islam_M._2018.pdf,114,https://github.com/Simmetrics/simmetrics).,github.com/Simmetrics/simmetrics,Simmetrics/simmetrics
Enhancing the interactivity of a clinical decision support system by using knowledge engineering and natural language processing,Mohammed Ashrafull Islam,https://publications.aston.ac.uk/id/eprint/37540/1/Islam_M._2018.pdf,122,https://github.com/klb3713/sentence2vec).,github.com/klb3713/sentence,klb3713/sentence2vec
Experimentation as a service over semantically interoperable Internet of Things testbeds,Jorge Lanza,https://publications.aston.ac.uk/id/eprint/39235/1/08466763.pdf,12,https://github.com/ﬁesta-iot/testbed.tpi,github.com/fiesta-iot/testbed,fiesta-iot/testbed.tpi
Experimentation as a service over semantically interoperable Internet of Things testbeds,Jorge Lanza,https://publications.aston.ac.uk/id/eprint/39235/1/08466763.pdf,17,https://github.com/OpenIotOrg/openiot).,github.com/OpenIotOrg/openiot,OpenIotOrg/openiot
Oscillatory networks of high-level mental alignment::A perspective-taking MEG study,Robert Seymour,https://publications.aston.ac.uk/id/eprint/33434/1/1_s2.0_S1053811918304142_main.pdf,15,https://github.com/neurofractal/perspective_taking_oscillatory_networks,github.com/neurofractal/perspective_taking_oscillatory_networks,neurofractal/perspective_taking_oscillatory_networks
EPINETLAB:a software for seizure-onset zone identification from intracranial EEG signal in epilepsy,Lucia Rita Quitadamo,https://publications.aston.ac.uk/id/eprint/33633/1/fninf_12_00045.pdf,1,https://github.com/quitadal/EPINETLAB.,github.com/quitadal/EPINETLAB,quitadal/EPINETLAB
The contribution of cause-effect link to representing the core of scientific paper—The role of Semantic Link Network,Mengyun Cao,https://publications.aston.ac.uk/id/eprint/33640/1/journal.pone.0199303.pdf,13,https://github.com/Angela7126/CEsummary_Extend4PLoSOne.,github.com/Angela7126/CEsummary_Extend,Angela7126/CEsummary_Extend4PLoSOne
Topical Phrase Extraction from Clinical Reports by Incorporating both Local and Global Context,Gabriele Pergola,https://publications.aston.ac.uk/id/eprint/32738/1/W3PHIAI_2018_paper_36.pdf,5,https://github.com/facebookresearch/fastText,github.com/facebookresearch/fastText,facebookresearch/fastText
Topical Phrase Extraction from Clinical Reports by Incorporating both Local and Global Context,Gabriele Pergola,https://publications.aston.ac.uk/id/eprint/32738/1/W3PHIAI_2018_paper_36.pdf,5,https://github.com/fozziethebeat/S-Space,github.com/fozziethebeat/S-Space,fozziethebeat/S-Space
Topical Phrase Extraction from Clinical Reports by Incorporating both Local and Global Context,Gabriele Pergola,https://publications.aston.ac.uk/id/eprint/32738/1/W3PHIAI_2018_paper_36.pdf,5,https://github.com/askerlee/topicvec,github.com/askerlee/topicvec,askerlee/topicvec
Topical Phrase Extraction from Clinical Reports by Incorporating both Local and Global Context,Gabriele Pergola,https://publications.aston.ac.uk/id/eprint/32738/1/W3PHIAI_2018_paper_36.pdf,5,https://github.com/dice-group/Palmetto,github.com/dice-group/Palmetto,dice-group/Palmetto
Automated individual-level parcellation of Broca's region based on functional connectivity,Estrid Jakobsen,https://publications.aston.ac.uk/id/eprint/32194/1/1_s2.0_S1053811916305468_main.pdf,1,https://github.com/NeuroanatomyAndConnectivity/broca/tree/master/,github.com/NeuroanatomyAndConnectivity/broca,NeuroanatomyAndConnectivity/broca
Automated individual-level parcellation of Broca's region based on functional connectivity,Estrid Jakobsen,https://publications.aston.ac.uk/id/eprint/32194/1/1_s2.0_S1053811916305468_main.pdf,1,https://github.com/NeuroanatomyAndConnectivity/nki_nilearn.,github.com/NeuroanatomyAndConnectivity/nki_nilearn,NeuroanatomyAndConnectivity/nki_nilearn
FCLAB:An EEGLAB module for performing functional connectivity analysis on single-subject EEG data,Vasileios C Pezoulas,https://publications.aston.ac.uk/id/eprint/33350/1/FCLAB_An_EEGLAB_module_for_performing_functional_connectivity_analysis_on_single_subject_EEG_data.pdf,3,"https://github.com/ramsys28/FCLAB),",github.com/ramsys28/FCLAB,ramsys28/FCLAB
Automatically Learning Topics and Difficulty Levels of Problems in Online Judge Systems,Wayne Xin Zhao,https://publications.aston.ac.uk/id/eprint/31880/11/finalVersion.pdf,23,https://github.com/csinpi/blade_chest.,github.com/csinpi/blade_chest,csinpi/blade_chest
Improving virtual screening of G protein-coupled receptors via ligand-directed modeling,Thomas Coudrat,https://publications.aston.ac.uk/id/eprint/32018/1/Improving_virtual_screening_of_G_protein.pdf,6,https://github.com/thomas-coudrat/toolbx_pdb),github.com/thomas-coudrat/toolbx_pdb,thomas-coudrat/toolbx_pdb
Improving virtual screening of G protein-coupled receptors via ligand-directed modeling,Thomas Coudrat,https://publications.aston.ac.uk/id/eprint/32018/1/Improving_virtual_screening_of_G_protein.pdf,7,https://github.com/thomas-coudrat/toolbx_vs),github.com/thomas-coudrat/toolbx_vs,thomas-coudrat/toolbx_vs
Science for the Africa-EU Partnership:Building knowledge for sustainable development,Lucy Bastin,https://publications.aston.ac.uk/id/eprint/43351/1/Science_for_the_Africa_EU_partnership_2017.pdf,180,https://github.com/happyonlife/hol,github.com/happyonlife/hol,happyonlife/hol
PROCESSING CONSERVATION INDICATORS WITH OPEN SOURCE TOOLS: LESSONS LEARNED FROM THE DIGITAL OBSERVATORY FOR PROTECTED AREAS,Lucy Bastin,https://publications.aston.ac.uk/id/eprint/39612/1/Processing_Conservation_Indicators_with_Open_Source_Tools_Lesson.pdf,4,https://github.com/doctorluz/py-utils/blob/master/PostGISTableToAvr,github.com/doctorluz/py-utils,doctorluz/py-utils
PROCESSING CONSERVATION INDICATORS WITH OPEN SOURCE TOOLS: LESSONS LEARNED FROM THE DIGITAL OBSERVATORY FOR PROTECTED AREAS,Lucy Bastin,https://publications.aston.ac.uk/id/eprint/39612/1/Processing_Conservation_Indicators_with_Open_Source_Tools_Lesson.pdf,6,https://github.com/Esri/spatial-framework-for-,github.com/Esri/spatial-framework-for-,Esri/spatial-framework-for-hadoop
PROCESSING CONSERVATION INDICATORS WITH OPEN SOURCE TOOLS: LESSONS LEARNED FROM THE DIGITAL OBSERVATORY FOR PROTECTED AREAS,Lucy Bastin,https://publications.aston.ac.uk/id/eprint/39612/1/Processing_Conservation_Indicators_with_Open_Source_Tools_Lesson.pdf,11,https://github.com/lfrancke/jrc/blob/master/src/main/java/jrc/C,github.com/lfrancke/jrc,lfrancke/jrc
Detecting perspectives in political debates,David Vilares Calvo,https://publications.aston.ac.uk/id/eprint/31523/1/detectingPerspectivesInPoliticalDebates.pdf,4,https://github.com/aghie/lam/blob/,github.com/aghie/lam,aghie/lam
Detecting perspectives in political debates,David Vilares Calvo,https://publications.aston.ac.uk/id/eprint/31523/1/detectingPerspectivesInPoliticalDebates.pdf,4,https://github.com/AKSW/Palmetto/,github.com/AKSW/Palmetto,AKSW/Palmetto
Unsupervised event exploration from social text streams,Deyu Zhou,https://publications.aston.ac.uk/id/eprint/31544/1/Unsupervised_event_exploration_from_social.pdf,6,http://github.com/aritter/twitter-nlp),github.com/aritter/twitter-nlp,aritter/twitter_nlp
An assembly gap control method based on posture alignment of wing panels in aircraft assembly,Qing Wang,https://publications.aston.ac.uk/id/eprint/30474/1/Assembly_gap_control_method_based_on_posture_alignment_of_wing_panels_in_aircraft_assembly.pdf,10,https://github.com/ataiya/kdtree).,github.com/ataiya/kdtree,ataiya/kdtree
Towards the optimization of power and bandwidth consumption in mobile-cloud hybrid applications,Peter Lewis,https://publications.aston.ac.uk/id/eprint/30338/1/RC_MCSMS1.pdf,2,https://github.com/jcarolus/android-chess,github.com/jcarolus/android-chess,jcarolus/android-chess
Towards the optimization of power and bandwidth consumption in mobile-cloud hybrid applications,Peter Lewis,https://publications.aston.ac.uk/id/eprint/30338/1/RC_MCSMS1.pdf,2,https://github.com/dtmilano/AndroidViewClient/wiki,github.com/dtmilano/AndroidViewClient,dtmilano/AndroidViewClient
Towards the optimization of power and bandwidth consumption in mobile-cloud hybrid applications,Peter Lewis,https://publications.aston.ac.uk/id/eprint/30338/1/RC_MCSMS1.pdf,3,https://github.com/msg555/PowerTutor,github.com/msg555/PowerTutor,msg555/PowerTutor
Cost-effective online trending topic detection and popularity prediction in microblogging,Zhongchen Miao,https://publications.aston.ac.uk/id/eprint/29743/1/Cost_effective_online_trending_topic_detection_and_popularity_prediction_in_microblogging.pdf,3,https://github.com/zcmiao/Topic,github.com/zcmiao/Topic,zcmiao/Topic
Eugenia:towards disciplined and automated development of GMF-based graphical model editors,Dimitrios S. Kolovos,https://publications.aston.ac.uk/id/eprint/29896/1/GMF_based_graphical_model_editors.pdf,20,http://github.com/chelder86/ArcadeTongame,github.com/chelder86/ArcadeTongame,chelder86/ArcadeTongame
Assessment of class mutation operators for C++ with the MuCPP mutation system,Pedro Delgado-Pérez,https://publications.aston.ac.uk/id/eprint/29728/1/Class_mutation_operators_for_C_with_the_MuCPP_mutation_system.pdf,7,http://github.com/leethomason/tinyxml2,github.com/leethomason/tinyxml,leethomason/tinyxml2
Adverse drug reaction classification with deep neural networks,Trung Huynh,https://publications.aston.ac.uk/id/eprint/29682/1/367_paper.pdf,2,https://github.com/trunghlt/AdverseDrugReaction,github.com/trunghlt/AdverseDrugReaction,trunghlt/AdverseDrugReaction
Flooded streets — A crowdsourced sensing system for disaster response: A case study,Nitin Naik,https://publications.aston.ac.uk/id/eprint/41880/1/Flooded_Streets_Crowdsourced_Sensing_System_DrNaik.pdf,2,https://github.com/osm-in/ﬂood-map,github.com/osm-in/flood-map,osm-in/flood-map
Disease named entity recognition by combining conditional random fields and bidirectional recurrent neural networks,Qikang Wei,https://publications.aston.ac.uk/id/eprint/30423/1/Disease_named_entity_recognition.pdf,4,https://github.com/oir/deep-recurrent).,github.com/oir/deep-recurrent,oir/deep-recurrent
Simulink toolbox for real-time virtual character control,Ulysses Bernardet,https://publications.aston.ac.uk/id/eprint/40245/1/iva2016a.pdf,0,https://github.com/bernuly/VCSimulinkTlbx.,github.com/bernuly/VCSimulinkTlbx,bernuly/VCSimulinkTlbx
Partial loading of XMI models,Ran Wei,https://publications.aston.ac.uk/id/eprint/30611/1/Partial_loading_of_XMI_models.pdf,6,https://github.com/wrwei/SmartSAX,github.com/wrwei/SmartSAX,wrwei/SmartSAX
Partial loading of XMI models,Ran Wei,https://publications.aston.ac.uk/id/eprint/30611/1/Partial_loading_of_XMI_models.pdf,7,http://github.com/BryanHunt/mongo-emf/wiki,github.com/BryanHunt/mongo-emf,BryanHunt/mongo-emf
A Thalamocortical Neural Mass Model of the EEG during NREM Sleep and Its Response to Auditory Stimulation,Michael Schellenberger Costa,https://publications.aston.ac.uk/id/eprint/33455/1/journal.pcbi.1005022.PDF,18,https://github.com/miscco/NM_Thalamus.,github.com/miscco/NM_Thalamus,miscco/NM_Thalamus
A Thalamocortical Neural Mass Model of the EEG during NREM Sleep and Its Response to Auditory Stimulation,Michael Schellenberger Costa,https://publications.aston.ac.uk/id/eprint/33455/1/journal.pcbi.1005022.PDF,18,https://github.com/miscco/NM_TC.,github.com/miscco/NM_TC,miscco/NM_TC
Stress-testing centralised model stores,Antonio García-Domínguez,https://publications.aston.ac.uk/id/eprint/29712/1/Stress_testing_centralised_model_stores.pdf,1,https://github.com/BryanHunt/mongo-emf/wiki,github.com/BryanHunt/mongo-emf,BryanHunt/mongo-emf
Enclosing the behavior of a hybrid automaton up to and beyond a Zeno point,Michal Konečný,https://publications.aston.ac.uk/id/eprint/27364/1/Hybrid_automaton_up_to_and_beyond_a_Zeno_point.pdf,19,https://github.com/michalkonecny/aern/tree/nahs2015-plots.,github.com/michalkonecny/aern,michalkonecny/aern
Model-driven interoperability: engineering heterogeneous IoT systems,Paul Grace,https://publications.aston.ac.uk/id/eprint/39208/1/Grace2016_Article_Model_drivenInteroperabilityEn.pdf,5,https://github.com/pjgrace/connect-iot,github.com/pjgrace/connect-iot,pjgrace/connect-iot
Mining product adopter information from online reviews for improving product recommendation,Wayne Xin Zhao,https://publications.aston.ac.uk/id/eprint/28224/1/Mining_product_adopter_information_from_online_reviews_for_improving_product_recommendation.pdf,2,https://github.com/fxsjy/jieba,github.com/fxsjy/jieba,fxsjy/jieba
A gloss composition and context clustering based distributed word sense representation model,Tao Chen,https://publications.aston.ac.uk/id/eprint/27102/1/Gloss_composition_and_context_clustering_based_distributed_word_sense_representation_model.pdf,4,https://github.com/yoonkim/CNN_sentence),github.com/yoonkim/CNN_sentence,yoonkim/CNN_sentence
"Static, dynamic, and adaptive heterogeneity in distributed smart camera networks",Peter R. Lewis,https://publications.aston.ac.uk/id/eprint/26266/1/heterogeneous_smart_cameras.pdf,7,https://github.com/EPiCS/CamSim.,github.com/EPiCS/CamSim,EPiCS/CamSim
Class mutation operators for C++ object-oriented systems,Pedro Delgado-Pérez,https://publications.aston.ac.uk/id/eprint/29894/1/Class_mutation_operators_for_C_object_oriented_systems.pdf,7,https://github.com/leethomason/tinyxml2,github.com/leethomason/tinyxml,leethomason/tinyxml2
The uncertainty of identity toolset:analysing digital traces for user profiling,Muhammad Adnan,https://publications.aston.ac.uk/id/eprint/26713/1/Analysing_digital_traces_for_user_profiling.pdf,1,https://github.com/kennethreitz/grequests,github.com/kennethreitz/grequests,kennethreitz/grequests
Uncertainty analysis in the Model Web,Richard Jones,https://publications.aston.ac.uk/id/eprint/21397/1/Studentthesis-2014.pdf,18,https://github.com/itszootime/ps-framework,github.com/itszootime/ps-framework,itszootime/ps-framework
Uncertainty analysis in the Model Web,Richard Jones,https://publications.aston.ac.uk/id/eprint/21397/1/Studentthesis-2014.pdf,18,https://github.com/itszootime/ps-emulatorized,github.com/itszootime/ps-emulatorized,itszootime/ps-emulatorized
Uncertainty analysis in the Model Web,Richard Jones,https://publications.aston.ac.uk/id/eprint/21397/1/Studentthesis-2014.pdf,19,https://github.com/itszootime/emulatorization-web,github.com/itszootime/emulatorization-web,itszootime/emulatorization-web
Uncertainty analysis in the Model Web,Richard Jones,https://publications.aston.ac.uk/id/eprint/21397/1/Studentthesis-2014.pdf,19,https://github.com/itszootime/emulatorization-api,github.com/itszootime/emulatorization-api,itszootime/emulatorization-api
Uncertainty analysis in the Model Web,Richard Jones,https://publications.aston.ac.uk/id/eprint/21397/1/Studentthesis-2014.pdf,19,https://github.com/itszootime/matlab-connector,github.com/itszootime/matlab-connector,itszootime/matlab-connector
Uncertainty analysis in the Model Web,Richard Jones,https://publications.aston.ac.uk/id/eprint/21397/1/Studentthesis-2014.pdf,19,https://github.com/itszootime/landsfacts-interface,github.com/itszootime/landsfacts-interface,itszootime/landsfacts-interface
Uncertainty analysis in the Model Web,Richard Jones,https://publications.aston.ac.uk/id/eprint/21397/1/Studentthesis-2014.pdf,19,https://github.com/itszootime/aquacrop-interface,github.com/itszootime/aquacrop-interface,itszootime/aquacrop-interface
Uncertainty analysis in the Model Web,Richard Jones,https://publications.aston.ac.uk/id/eprint/21397/1/Studentthesis-2014.pdf,83,https://github.com/rubyjedi/soap4r,github.com/rubyjedi/soap,rubyjedi/soap4r
Uncertainty analysis in the Model Web,Richard Jones,https://publications.aston.ac.uk/id/eprint/21397/1/Studentthesis-2014.pdf,119,https://github.com/collectiveidea/delayed_job,github.com/collectiveidea/delayed_job,collectiveidea/delayed_job
GEO Label Web Services for Dynamic and Effective Communication of Geospatial Metadata Quality,Lucy Bastin,https://publications.aston.ac.uk/id/eprint/37600/1/EGU2014_14453.pdf,0,https://github.com/lushv/geolabel-,github.com/lushv/geolabel-,lushv/geolabel-service
GEO Label Web Services for Dynamic and Effective Communication of Geospatial Metadata Quality,Lucy Bastin,https://publications.aston.ac.uk/id/eprint/37600/1/EGU2014_14453.pdf,0,https://github.com/52North/GEO-label-java.,github.com/52North/GEO-label-java,52North/GEO-label-java
CamSim:a distributed smart camera network simulator,Lukas Esterle,https://publications.aston.ac.uk/id/eprint/24913/1/saso_demo.pdf,0,https://github.com/EPiCS/CamSim,github.com/EPiCS/CamSim,EPiCS/CamSim
Brain extraction using the watershed transform from markers,Richard Beare,https://publications.aston.ac.uk/id/eprint/29876/1/Brain_extraction_using_the_watershed_transform_from_markers.pdf,13,https://github.com/richardbeare/parabolicMorphology.git,github.com/richardbeare/parabolicMorphology,richardbeare/parabolicMorphology
Brain extraction using the watershed transform from markers,Richard Beare,https://publications.aston.ac.uk/id/eprint/29876/1/Brain_extraction_using_the_watershed_transform_from_markers.pdf,13,http://github.com/richardbeare/mbwss,github.com/richardbeare/mbwss,richardbeare/mbwss
Learning to be different:heterogeneity and efficiency in distributed smart camera networks,Peter R. Lewis,https://publications.aston.ac.uk/id/eprint/24914/1/lewis_et_al_saso_2013_camera_ready.pdf,2,https://github.com/EPiCS/CamSim.,github.com/EPiCS/CamSim,EPiCS/CamSim
MasakhaNEWS:News Topic Classification for African languages,David Ifeoluwa Adelani,https://publications.aston.ac.uk/id/eprint/45027/1/2304.09972v1.pdf,1,https://github.com/masakhane-io/masakhane-news,github.com/masakhane-io/masakhane-news,masakhane-io/masakhane-news
Direct assessment of overnight parent-child proximity in children with behavioral insomnia:Extending models of operant and classical conditioning,Georgie Agar,https://publications.aston.ac.uk/id/eprint/44137/1/15402002.2022.pdf,6,https://github.com/meriac/openbeacon-ng),github.com/meriac/openbeacon-ng,meriac/openbeacon-ng
Data Quality in Citizen Science,Bálint Balázs,https://publications.aston.ac.uk/id/eprint/44050/1/2021_Book_TheScienceOfCitizenScience.pdf,167,https://github.com/NCEAS/oboe,github.com/NCEAS/oboe,NCEAS/oboe
Data Quality in Citizen Science,Bálint Balázs,https://publications.aston.ac.uk/id/eprint/44050/1/2021_Book_TheScienceOfCitizenScience.pdf,179,https://github.com/ec-jrc/citsci-explorer/,github.com/ec-jrc/citsci-explorer,ec-jrc/citsci-explorer
Promoting Social Behaviour in Reducing Peak Electricity Consumption Using Multi-Agent Systems,Nathan A. Brooks,https://publications.aston.ac.uk/id/eprint/44815/1/2211.10198v1.pdf,10,https://github.com/NathanABrooks/ResourceExchangeArena,github.com/NathanABrooks/ResourceExchangeArena,NathanABrooks/ResourceExchangeArena
Virtual Screening of Kinase Based Drugs: Statistical LearningTowards Drug Repositioning,Monsuru Taiye Mustapha,https://publications.aston.ac.uk/id/eprint/44510/1/JNDT_V8A3_Chattopadhyay.pdf,3,https://github.com/akchaste/PyScale/tree/master).,github.com/akchaste/PyScale,akchaste/PyScale
DeepAoANet: Learning Angle of Arrival From Software Defined Radios With Deep Neural Networks,Zhuangzhuang Dai,https://publications.aston.ac.uk/id/eprint/44352/1/Dai_et_al_2022_DeepAoANet_Learning_angle.pdf,1,https://github.com/zdai257/DeepAoANet,github.com/zdai257/DeepAoANet,zdai257/DeepAoANet
DeepAoANet: Learning Angle of Arrival From Software Defined Radios With Deep Neural Networks,Zhuangzhuang Dai,https://publications.aston.ac.uk/id/eprint/44352/1/Dai_et_al_2022_DeepAoANet_Learning_angle.pdf,11,https://github.com/fchollet/keras,github.com/fchollet/keras,fchollet/keras
Reducing Computational Complexity of Neural Networks in Optical Channel Equalization: From Concepts to Implementation,Pedro J. Freire,https://publications.aston.ac.uk/id/eprint/44582/1/Freireetal_2023_VoR.pdf,24,https://github.com/tensorflow/model-optimization/blob/,github.com/tensorflow/model-optimization,tensorflow/model-optimization
Revisiting boundary layer flows of viscoelastic fluids,Paul Griffiths,https://publications.aston.ac.uk/id/eprint/44555/1/1_s2.0_S0377025722001951_main.pdf,11,https://github.com/L-Escott/OB_Spectral_Code.,github.com/L-Escott/OB_Spectral_Code,L-Escott/OB_Spectral_Code
Sentiment Intensity Prediction using Neural Word Embeddings,Amal Htait,https://publications.aston.ac.uk/id/eprint/44509/1/Htait_Azzopardi_ICTIR_2021_Sentiment_intensity_prediction_using_neural_word_embeddings.pdf,3,https://github.com/cumulative-revelations/awessome,github.com/cumulative-revelations/awessome,cumulative-revelations/awessome
