title,date,author_for_reference,pdf_url
Field Recordings from the International Aloneness Institute; Development 3,2023-05-24,Claire Hind,https://ray.yorksj.ac.uk/id/eprint/7734/9/preview.jpg
Field Recordings from the International Aloneness Institute; Development 3,2023-05-24,Claire Hind,https://ray.yorksj.ac.uk/id/eprint/7734/10/medium.jpg
Field Recordings from the International Aloneness Institute; Development 3,2023-05-24,Claire Hind,https://ray.yorksj.ac.uk/id/eprint/7734/11/small.jpg
Field Recordings from the International Aloneness Institute; Development 3,2023-05-24,Claire Hind,https://ray.yorksj.ac.uk/id/eprint/7734/12/lightbox.jpg
Field Recordings from the International Aloneness Institute; Development 3,2023-05-24,Claire Hind,https://ray.yorksj.ac.uk/id/eprint/7734/13/preview.jpg
Field Recordings from the International Aloneness Institute; Development 3,2023-05-24,Claire Hind,https://ray.yorksj.ac.uk/id/eprint/7734/14/medium.jpg
Field Recordings from the International Aloneness Institute; Development 3,2023-05-24,Claire Hind,https://ray.yorksj.ac.uk/id/eprint/7734/15/small.jpg
Growing and Fixing: Comparing the Creative Mindsets of Teachers and Artist Practitioners,2023-05-09,Lucy Fleet,https://ray.yorksj.ac.uk/id/eprint/7930/1/Creative%20Mindsets%20article.pdf
Growing and Fixing: Comparing the Creative Mindsets of Teachers and Artist Practitioners,2023-05-09,Lucy Fleet,https://ray.yorksj.ac.uk/id/eprint/7930/2/lightbox.jpg
Growing and Fixing: Comparing the Creative Mindsets of Teachers and Artist Practitioners,2023-05-09,Lucy Fleet,https://ray.yorksj.ac.uk/id/eprint/7930/3/preview.jpg
Growing and Fixing: Comparing the Creative Mindsets of Teachers and Artist Practitioners,2023-05-09,Lucy Fleet,https://ray.yorksj.ac.uk/id/eprint/7930/4/medium.jpg
Growing and Fixing: Comparing the Creative Mindsets of Teachers and Artist Practitioners,2023-05-09,Lucy Fleet,https://ray.yorksj.ac.uk/id/eprint/7930/5/small.jpg
Growing and Fixing: Comparing the Creative Mindsets of Teachers and Artist Practitioners,2023-05-09,Lucy Fleet,https://ray.yorksj.ac.uk/id/eprint/7930/6/indexcodes.txt
Growing and Fixing: Comparing the Creative Mindsets of Teachers and Artist Practitioners,2023-05-09,Lucy Fleet,https://ray.yorksj.ac.uk/id/eprint/7930/7/Creative%20Mindsets%20article.pdf
Modelling a cam track for the Silver Swan automaton at Bowes Museum: a cross-disciplinary reflection on ‘what things are’,2023-05-09,Matthew Read,https://ray.yorksj.ac.uk/id/eprint/7932/1/Modelling%20a%20cam%20track%20for%20the%20Silver%20Swan%20automaton%20at%20Bowes%20Museum%20a%20cross%20disciplinary%20reflection%20on%20what%20things%20are.pdf
Modelling a cam track for the Silver Swan automaton at Bowes Museum: a cross-disciplinary reflection on ‘what things are’,2023-05-09,Matthew Read,https://ray.yorksj.ac.uk/id/eprint/7932/2/Modelling%20a%20cam%20track%20for%20the%20Silver%20Swan%20automaton%20at%20Bowes%20Museum%20a%20cross%20disciplinary%20reflection%20on%20what%20things%20are.pdf
Modelling a cam track for the Silver Swan automaton at Bowes Museum: a cross-disciplinary reflection on ‘what things are’,2023-05-09,Matthew Read,https://ray.yorksj.ac.uk/id/eprint/7932/3/indexcodes.txt
Modelling a cam track for the Silver Swan automaton at Bowes Museum: a cross-disciplinary reflection on ‘what things are’,2023-05-09,Matthew Read,https://ray.yorksj.ac.uk/id/eprint/7932/4/lightbox.jpg
Modelling a cam track for the Silver Swan automaton at Bowes Museum: a cross-disciplinary reflection on ‘what things are’,2023-05-09,Matthew Read,https://ray.yorksj.ac.uk/id/eprint/7932/5/preview.jpg
Modelling a cam track for the Silver Swan automaton at Bowes Museum: a cross-disciplinary reflection on ‘what things are’,2023-05-09,Matthew Read,https://ray.yorksj.ac.uk/id/eprint/7932/6/medium.jpg
Modelling a cam track for the Silver Swan automaton at Bowes Museum: a cross-disciplinary reflection on ‘what things are’,2023-05-09,Matthew Read,https://ray.yorksj.ac.uk/id/eprint/7932/7/small.jpg
Learning to play: how working-class ‘lads’ negotiate PE in a working-class secondary school in England,2023-05-04,Andrew Scattergood,https://ray.yorksj.ac.uk/id/eprint/7950/1/Learning%20to%20play%20how%20working%20class%20lads%20negotiate%20PE%20in%20a%20working%20class%20secondary%20school%20in%20England.pdf
Learning to play: how working-class ‘lads’ negotiate PE in a working-class secondary school in England,2023-05-04,Andrew Scattergood,https://ray.yorksj.ac.uk/id/eprint/7950/2/Learning%20to%20play%20how%20working%20class%20lads%20negotiate%20PE%20in%20a%20working%20class%20secondary%20school%20in%20England.pdf
Learning to play: how working-class ‘lads’ negotiate PE in a working-class secondary school in England,2023-05-04,Andrew Scattergood,https://ray.yorksj.ac.uk/id/eprint/7950/3/indexcodes.txt
Learning to play: how working-class ‘lads’ negotiate PE in a working-class secondary school in England,2023-05-04,Andrew Scattergood,https://ray.yorksj.ac.uk/id/eprint/7950/4/lightbox.jpg
Learning to play: how working-class ‘lads’ negotiate PE in a working-class secondary school in England,2023-05-04,Andrew Scattergood,https://ray.yorksj.ac.uk/id/eprint/7950/5/preview.jpg
Learning to play: how working-class ‘lads’ negotiate PE in a working-class secondary school in England,2023-05-04,Andrew Scattergood,https://ray.yorksj.ac.uk/id/eprint/7950/6/medium.jpg
Learning to play: how working-class ‘lads’ negotiate PE in a working-class secondary school in England,2023-05-04,Andrew Scattergood,https://ray.yorksj.ac.uk/id/eprint/7950/7/small.jpg
Humanistic Person-Centred Set Facilitation,2023-05-04,Gary Shepherd,https://ray.yorksj.ac.uk/id/eprint/7922/1/Article.docx
Humanistic Person-Centred Set Facilitation,2023-05-04,Gary Shepherd,https://ray.yorksj.ac.uk/id/eprint/7922/2/indexcodes.txt
Staff experiences of a novel in‐reach rehabilitation and recovery service for people with profound and enduring mental health needs,2023-05-03,Penn Smith,https://ray.yorksj.ac.uk/id/eprint/7510/1/Int%20J%20Mental%20Health%20Nurs%20-%202023%20-%20Smith%20-%20Staff%20experiences%20of%20a%20novel%20in%E2%80%90reach%20rehabilitation%20and%20recovery%20service%20for%20%281%29.pdf
Staff experiences of a novel in‐reach rehabilitation and recovery service for people with profound and enduring mental health needs,2023-05-03,Penn Smith,https://ray.yorksj.ac.uk/id/eprint/7510/2/indexcodes.txt
Staff experiences of a novel in‐reach rehabilitation and recovery service for people with profound and enduring mental health needs,2023-05-03,Penn Smith,https://ray.yorksj.ac.uk/id/eprint/7510/3/lightbox.jpg
Staff experiences of a novel in‐reach rehabilitation and recovery service for people with profound and enduring mental health needs,2023-05-03,Penn Smith,https://ray.yorksj.ac.uk/id/eprint/7510/4/preview.jpg
Staff experiences of a novel in‐reach rehabilitation and recovery service for people with profound and enduring mental health needs,2023-05-03,Penn Smith,https://ray.yorksj.ac.uk/id/eprint/7510/5/medium.jpg
Staff experiences of a novel in‐reach rehabilitation and recovery service for people with profound and enduring mental health needs,2023-05-03,Penn Smith,https://ray.yorksj.ac.uk/id/eprint/7510/6/small.jpg
Staff experiences of a novel in‐reach rehabilitation and recovery service for people with profound and enduring mental health needs,2023-05-03,Penn Smith,https://ray.yorksj.ac.uk/id/eprint/7510/7/Int%20J%20Mental%20Health%20Nurs%20-%202023%20-%20Smith%20-%20Staff%20experiences%20of%20a%20novel%20in%E2%80%90reach%20rehabilitation%20and%20recovery%20service%20for%20%281%29.pdf
A community psychology for migrant justice: Critically examining border violence and resistance during the COVID‐19 syndemic,2023-05-01,Francesca Esposito,https://ray.yorksj.ac.uk/id/eprint/7903/1/ajcp.12669.pdf
A community psychology for migrant justice: Critically examining border violence and resistance during the COVID‐19 syndemic,2023-05-01,Francesca Esposito,https://ray.yorksj.ac.uk/id/eprint/7903/2/non-pdf-files.zip
A community psychology for migrant justice: Critically examining border violence and resistance during the COVID‐19 syndemic,2023-05-01,Francesca Esposito,https://ray.yorksj.ac.uk/id/eprint/7903/3/lightbox.jpg
A community psychology for migrant justice: Critically examining border violence and resistance during the COVID‐19 syndemic,2023-05-01,Francesca Esposito,https://ray.yorksj.ac.uk/id/eprint/7903/4/preview.jpg
A community psychology for migrant justice: Critically examining border violence and resistance during the COVID‐19 syndemic,2023-05-01,Francesca Esposito,https://ray.yorksj.ac.uk/id/eprint/7903/5/medium.jpg
A community psychology for migrant justice: Critically examining border violence and resistance during the COVID‐19 syndemic,2023-05-01,Francesca Esposito,https://ray.yorksj.ac.uk/id/eprint/7903/6/small.jpg
A community psychology for migrant justice: Critically examining border violence and resistance during the COVID‐19 syndemic,2023-05-01,Francesca Esposito,https://ray.yorksj.ac.uk/id/eprint/7903/7/indexcodes.txt
A community psychology for migrant justice: Critically examining border violence and resistance during the COVID‐19 syndemic,2023-05-01,Francesca Esposito,https://ray.yorksj.ac.uk/id/eprint/7903/8/ajcp.12669.pdf
Perfectionism and doping willingness in athletes: The mediating role of moral disengagement,2023-05-01,Gareth Jowett,https://ray.yorksj.ac.uk/id/eprint/7419/1/Jowett%20et%20al.%20Perfectionism%2C%20MD%20and%20Doping%20Willingness.pdf
Perfectionism and doping willingness in athletes: The mediating role of moral disengagement,2023-05-01,Gareth Jowett,https://ray.yorksj.ac.uk/id/eprint/7419/2/indexcodes.txt
Perfectionism and doping willingness in athletes: The mediating role of moral disengagement,2023-05-01,Gareth Jowett,https://ray.yorksj.ac.uk/id/eprint/7419/4/lightbox.jpg
Perfectionism and doping willingness in athletes: The mediating role of moral disengagement,2023-05-01,Gareth Jowett,https://ray.yorksj.ac.uk/id/eprint/7419/5/preview.jpg
Perfectionism and doping willingness in athletes: The mediating role of moral disengagement,2023-05-01,Gareth Jowett,https://ray.yorksj.ac.uk/id/eprint/7419/6/medium.jpg
Perfectionism and doping willingness in athletes: The mediating role of moral disengagement,2023-05-01,Gareth Jowett,https://ray.yorksj.ac.uk/id/eprint/7419/7/small.jpg
Perfectionism and doping willingness in athletes: The mediating role of moral disengagement,2023-05-01,Gareth Jowett,https://ray.yorksj.ac.uk/id/eprint/7419/8/Jowett%20et%20al.%20Perfectionism%2C%20MD%20and%20Doping%20Willingness.pdf
Deaf academics in the university in the UK,2023-04-27,Dai O'Brien,https://ray.yorksj.ac.uk/id/eprint/7961/1/Chapter%203%20Deaf%20academics%20in%20the%20university%20DRAFT%20050523.docx
Deaf academics in the university in the UK,2023-04-27,Dai O'Brien,https://ray.yorksj.ac.uk/id/eprint/7961/2/indexcodes.txt
"<O/ No Power but Deaf Power \O>:
Revitalizing Deaf Education Systems via Anarchism",2023-04-27,Michael Skyer,https://ray.yorksj.ac.uk/id/eprint/7895/1/SI%2011%282%29%20-%20%26lt%3BO_%20No%20Power%20but%20Deaf%20Power%20O%26gt%3B_%20Revitalizing%20Deaf%20Education%20Systems%20via%20Anarchism.pdf
"<O/ No Power but Deaf Power \O>:
Revitalizing Deaf Education Systems via Anarchism",2023-04-27,Michael Skyer,https://ray.yorksj.ac.uk/id/eprint/7895/3/indexcodes.txt
"<O/ No Power but Deaf Power \O>:
Revitalizing Deaf Education Systems via Anarchism",2023-04-27,Michael Skyer,https://ray.yorksj.ac.uk/id/eprint/7895/4/lightbox.jpg
"<O/ No Power but Deaf Power \O>:
Revitalizing Deaf Education Systems via Anarchism",2023-04-27,Michael Skyer,https://ray.yorksj.ac.uk/id/eprint/7895/5/preview.jpg
"<O/ No Power but Deaf Power \O>:
Revitalizing Deaf Education Systems via Anarchism",2023-04-27,Michael Skyer,https://ray.yorksj.ac.uk/id/eprint/7895/6/medium.jpg
"<O/ No Power but Deaf Power \O>:
Revitalizing Deaf Education Systems via Anarchism",2023-04-27,Michael Skyer,https://ray.yorksj.ac.uk/id/eprint/7895/7/small.jpg
"<O/ No Power but Deaf Power \O>:
Revitalizing Deaf Education Systems via Anarchism",2023-04-27,Michael Skyer,https://ray.yorksj.ac.uk/id/eprint/7895/8/SI%2011%282%29%20-%20%26lt%3BO_%20No%20Power%20but%20Deaf%20Power%20O%26gt%3B_%20Revitalizing%20Deaf%20Education%20Systems%20via%20Anarchism.pdf
Trust and Voice Biometrics Authentication for Internet-of-Things,2023-04-26,Alec Wells,https://ray.yorksj.ac.uk/id/eprint/7906/1/Trust%20and%20Voice%20Biometrics%20Authentication%20for%20Internet%20of%20Things.pdf
Trust and Voice Biometrics Authentication for Internet-of-Things,2023-04-26,Alec Wells,https://ray.yorksj.ac.uk/id/eprint/7906/2/lightbox.jpg
Trust and Voice Biometrics Authentication for Internet-of-Things,2023-04-26,Alec Wells,https://ray.yorksj.ac.uk/id/eprint/7906/3/preview.jpg
Trust and Voice Biometrics Authentication for Internet-of-Things,2023-04-26,Alec Wells,https://ray.yorksj.ac.uk/id/eprint/7906/4/medium.jpg
Trust and Voice Biometrics Authentication for Internet-of-Things,2023-04-26,Alec Wells,https://ray.yorksj.ac.uk/id/eprint/7906/5/small.jpg
Trust and Voice Biometrics Authentication for Internet-of-Things,2023-04-26,Alec Wells,https://ray.yorksj.ac.uk/id/eprint/7906/6/Trust%20and%20Voice%20Biometrics%20Authentication%20for%20Internet%20of%20Things.pdf
Shortlists of workplace support for autistic employees: a freelisting study in the UK,2023-04-25,Stephanie Petty,https://ray.yorksj.ac.uk/id/eprint/7886/1/SPetty_Research%20article_Apr23.pdf
Shortlists of workplace support for autistic employees: a freelisting study in the UK,2023-04-25,Stephanie Petty,https://ray.yorksj.ac.uk/id/eprint/7886/2/SPetty_Research%20article_Apr23.docx
Shortlists of workplace support for autistic employees: a freelisting study in the UK,2023-04-25,Stephanie Petty,https://ray.yorksj.ac.uk/id/eprint/7886/3/indexcodes.txt
Shortlists of workplace support for autistic employees: a freelisting study in the UK,2023-04-25,Stephanie Petty,https://ray.yorksj.ac.uk/id/eprint/7886/4/indexcodes.txt
Shortlists of workplace support for autistic employees: a freelisting study in the UK,2023-04-25,Stephanie Petty,https://ray.yorksj.ac.uk/id/eprint/7886/5/SPetty_Research%20article_Apr23.pdf
Shortlists of workplace support for autistic employees: a freelisting study in the UK,2023-04-25,Stephanie Petty,https://ray.yorksj.ac.uk/id/eprint/7886/6/lightbox.jpg
Shortlists of workplace support for autistic employees: a freelisting study in the UK,2023-04-25,Stephanie Petty,https://ray.yorksj.ac.uk/id/eprint/7886/7/preview.jpg
Shortlists of workplace support for autistic employees: a freelisting study in the UK,2023-04-25,Stephanie Petty,https://ray.yorksj.ac.uk/id/eprint/7886/8/medium.jpg
Shortlists of workplace support for autistic employees: a freelisting study in the UK,2023-04-25,Stephanie Petty,https://ray.yorksj.ac.uk/id/eprint/7886/9/small.jpg
Business during COVID: An IOT (Internet of Things) based Automated Sand Truck Management Solution,2023-04-24,Lakmali Karunarathne,https://ray.yorksj.ac.uk/id/eprint/7901/1/Business%20during%20COVID%2019-%20AUTOMATED%20SAND%20TRUCK%20MANAGEMENT%20SYSTEM.docx
Business during COVID: An IOT (Internet of Things) based Automated Sand Truck Management Solution,2023-04-24,Lakmali Karunarathne,https://ray.yorksj.ac.uk/id/eprint/7901/2/indexcodes.txt
An astro-green criminological examination of orbital space debris,2023-04-21,Jack Lampkin,https://ray.yorksj.ac.uk/id/eprint/7880/1/17488958231169124.pdf
An astro-green criminological examination of orbital space debris,2023-04-21,Jack Lampkin,https://ray.yorksj.ac.uk/id/eprint/7880/2/indexcodes.txt
An astro-green criminological examination of orbital space debris,2023-04-21,Jack Lampkin,https://ray.yorksj.ac.uk/id/eprint/7880/3/lightbox.jpg
An astro-green criminological examination of orbital space debris,2023-04-21,Jack Lampkin,https://ray.yorksj.ac.uk/id/eprint/7880/4/preview.jpg
An astro-green criminological examination of orbital space debris,2023-04-21,Jack Lampkin,https://ray.yorksj.ac.uk/id/eprint/7880/5/medium.jpg
An astro-green criminological examination of orbital space debris,2023-04-21,Jack Lampkin,https://ray.yorksj.ac.uk/id/eprint/7880/6/small.jpg
An astro-green criminological examination of orbital space debris,2023-04-21,Jack Lampkin,https://ray.yorksj.ac.uk/id/eprint/7880/7/17488958231169124.pdf
Securing High-Resolution Images from Unmanned Aerial Vehicles with DNA Encoding and Bit-Plane Extraction Method,2023-04-21,Arslan Shafique,https://ray.yorksj.ac.uk/id/eprint/7949/1/Securing_High-Resolution_Images_from_Unmanned_Aerial_Vehicles_with_DNA_Encoding_and_Bit-Plane_Extraction_Method.pdf
Securing High-Resolution Images from Unmanned Aerial Vehicles with DNA Encoding and Bit-Plane Extraction Method,2023-04-21,Arslan Shafique,https://ray.yorksj.ac.uk/id/eprint/7949/2/indexcodes.txt
Securing High-Resolution Images from Unmanned Aerial Vehicles with DNA Encoding and Bit-Plane Extraction Method,2023-04-21,Arslan Shafique,https://ray.yorksj.ac.uk/id/eprint/7949/3/lightbox.jpg
Securing High-Resolution Images from Unmanned Aerial Vehicles with DNA Encoding and Bit-Plane Extraction Method,2023-04-21,Arslan Shafique,https://ray.yorksj.ac.uk/id/eprint/7949/4/preview.jpg
Securing High-Resolution Images from Unmanned Aerial Vehicles with DNA Encoding and Bit-Plane Extraction Method,2023-04-21,Arslan Shafique,https://ray.yorksj.ac.uk/id/eprint/7949/5/medium.jpg
Securing High-Resolution Images from Unmanned Aerial Vehicles with DNA Encoding and Bit-Plane Extraction Method,2023-04-21,Arslan Shafique,https://ray.yorksj.ac.uk/id/eprint/7949/6/small.jpg
Securing High-Resolution Images from Unmanned Aerial Vehicles with DNA Encoding and Bit-Plane Extraction Method,2023-04-21,Arslan Shafique,https://ray.yorksj.ac.uk/id/eprint/7949/7/Securing_High-Resolution_Images_from_Unmanned_Aerial_Vehicles_with_DNA_Encoding_and_Bit-Plane_Extraction_Method.pdf
PROFILE: extinction rebellion in the Gambia,2023-04-18,Peter Gardner,https://ray.yorksj.ac.uk/id/eprint/7869/8/PROFILE%20extinction%20rebellion%20in%20the%20Gambia.pdf
PROFILE: extinction rebellion in the Gambia,2023-04-18,Peter Gardner,https://ray.yorksj.ac.uk/id/eprint/7869/9/indexcodes.txt
PROFILE: extinction rebellion in the Gambia,2023-04-18,Peter Gardner,https://ray.yorksj.ac.uk/id/eprint/7869/10/PROFILE%20extinction%20rebellion%20in%20the%20Gambia.pdf
PROFILE: extinction rebellion in the Gambia,2023-04-18,Peter Gardner,https://ray.yorksj.ac.uk/id/eprint/7869/11/lightbox.jpg
PROFILE: extinction rebellion in the Gambia,2023-04-18,Peter Gardner,https://ray.yorksj.ac.uk/id/eprint/7869/12/preview.jpg
PROFILE: extinction rebellion in the Gambia,2023-04-18,Peter Gardner,https://ray.yorksj.ac.uk/id/eprint/7869/13/medium.jpg
PROFILE: extinction rebellion in the Gambia,2023-04-18,Peter Gardner,https://ray.yorksj.ac.uk/id/eprint/7869/14/small.jpg
"Trojan Horses: Creating a positive hidden (extra)curriculum through a Justice, Equality, Diversity, and Inclusion (JEDI) initiative",2023-04-18,Amir Keshtiban,https://ray.yorksj.ac.uk/id/eprint/7788/10/13505076231162633.pdf
"Trojan Horses: Creating a positive hidden (extra)curriculum through a Justice, Equality, Diversity, and Inclusion (JEDI) initiative",2023-04-18,Amir Keshtiban,https://ray.yorksj.ac.uk/id/eprint/7788/12/lightbox.jpg
"Trojan Horses: Creating a positive hidden (extra)curriculum through a Justice, Equality, Diversity, and Inclusion (JEDI) initiative",2023-04-18,Amir Keshtiban,https://ray.yorksj.ac.uk/id/eprint/7788/13/preview.jpg
"Trojan Horses: Creating a positive hidden (extra)curriculum through a Justice, Equality, Diversity, and Inclusion (JEDI) initiative",2023-04-18,Amir Keshtiban,https://ray.yorksj.ac.uk/id/eprint/7788/14/medium.jpg
"Trojan Horses: Creating a positive hidden (extra)curriculum through a Justice, Equality, Diversity, and Inclusion (JEDI) initiative",2023-04-18,Amir Keshtiban,https://ray.yorksj.ac.uk/id/eprint/7788/15/small.jpg
"Trojan Horses: Creating a positive hidden (extra)curriculum through a Justice, Equality, Diversity, and Inclusion (JEDI) initiative",2023-04-18,Amir Keshtiban,https://ray.yorksj.ac.uk/id/eprint/7788/16/indexcodes.txt
"Trojan Horses: Creating a positive hidden (extra)curriculum through a Justice, Equality, Diversity, and Inclusion (JEDI) initiative",2023-04-18,Amir Keshtiban,https://ray.yorksj.ac.uk/id/eprint/7788/17/13505076231162633.pdf
How can set effectiveness be improved by incorporating Person-Centred theory?,2023-04-18,Gary Shepherd,https://ray.yorksj.ac.uk/id/eprint/7923/1/Action%20Learnimng%20Conference%20Presentation%202023.pptx
Decision Making by Applying Machine Learning Techniques to Mitigate Spam SMS Attacks,2023-04-17,Hisham AbouGrad,https://ray.yorksj.ac.uk/id/eprint/7946/1/HA_SC_AA-FullPaper-ICDLAIR-Conference2022.pdf
Decision Making by Applying Machine Learning Techniques to Mitigate Spam SMS Attacks,2023-04-17,Hisham AbouGrad,https://ray.yorksj.ac.uk/id/eprint/7946/2/indexcodes.txt
Decision Making by Applying Machine Learning Techniques to Mitigate Spam SMS Attacks,2023-04-17,Hisham AbouGrad,https://ray.yorksj.ac.uk/id/eprint/7946/3/lightbox.jpg
Decision Making by Applying Machine Learning Techniques to Mitigate Spam SMS Attacks,2023-04-17,Hisham AbouGrad,https://ray.yorksj.ac.uk/id/eprint/7946/4/preview.jpg
Decision Making by Applying Machine Learning Techniques to Mitigate Spam SMS Attacks,2023-04-17,Hisham AbouGrad,https://ray.yorksj.ac.uk/id/eprint/7946/5/medium.jpg
Decision Making by Applying Machine Learning Techniques to Mitigate Spam SMS Attacks,2023-04-17,Hisham AbouGrad,https://ray.yorksj.ac.uk/id/eprint/7946/6/small.jpg
Decision Making by Applying Machine Learning Techniques to Mitigate Spam SMS Attacks,2023-04-17,Hisham AbouGrad,https://ray.yorksj.ac.uk/id/eprint/7946/7/HA_SC_AA-FullPaper-ICDLAIR-Conference2022.pdf
Pro- and anti-tumour activities of CD146/MCAM in breast cancer result from its heterogeneous expression and association with epithelial to mesenchymal transition,2023-04-17,Aarren J. Mannion,https://ray.yorksj.ac.uk/id/eprint/7872/1/fcell-11-1129015.pdf
Pro- and anti-tumour activities of CD146/MCAM in breast cancer result from its heterogeneous expression and association with epithelial to mesenchymal transition,2023-04-17,Aarren J. Mannion,https://ray.yorksj.ac.uk/id/eprint/7872/2/fcell-11-1129015.pdf
Pro- and anti-tumour activities of CD146/MCAM in breast cancer result from its heterogeneous expression and association with epithelial to mesenchymal transition,2023-04-17,Aarren J. Mannion,https://ray.yorksj.ac.uk/id/eprint/7872/3/indexcodes.txt
Pro- and anti-tumour activities of CD146/MCAM in breast cancer result from its heterogeneous expression and association with epithelial to mesenchymal transition,2023-04-17,Aarren J. Mannion,https://ray.yorksj.ac.uk/id/eprint/7872/4/lightbox.jpg
Pro- and anti-tumour activities of CD146/MCAM in breast cancer result from its heterogeneous expression and association with epithelial to mesenchymal transition,2023-04-17,Aarren J. Mannion,https://ray.yorksj.ac.uk/id/eprint/7872/5/preview.jpg
Pro- and anti-tumour activities of CD146/MCAM in breast cancer result from its heterogeneous expression and association with epithelial to mesenchymal transition,2023-04-17,Aarren J. Mannion,https://ray.yorksj.ac.uk/id/eprint/7872/6/medium.jpg
Pro- and anti-tumour activities of CD146/MCAM in breast cancer result from its heterogeneous expression and association with epithelial to mesenchymal transition,2023-04-17,Aarren J. Mannion,https://ray.yorksj.ac.uk/id/eprint/7872/7/small.jpg
Taking Tea with Joseph Addison: Virginia Woolf and the Eighteenth Century in Orlando (1928),2023-04-14,Adam James Smith,https://ray.yorksj.ac.uk/id/eprint/5403/1/AJS%20Addison%20and%20Orlando%20-%2013.7.21.docx
Taking Tea with Joseph Addison: Virginia Woolf and the Eighteenth Century in Orlando (1928),2023-04-14,Adam James Smith,https://ray.yorksj.ac.uk/id/eprint/5403/2/indexcodes.txt
Taking Tea with Joseph Addison: Virginia Woolf and the Eighteenth Century in Orlando (1928),2023-04-14,Adam James Smith,https://ray.yorksj.ac.uk/id/eprint/5403/3/AJS%20Addison%20and%20Orlando%20-%2013.7.21.pdf
