title,author_for_reference,pdf_url,page_no,domain_url,pattern_cleaned_url,github_user_cleaned_url
Latent Bernoulli autoencoder,Jiri Fajtl,https://eprints.kingston.ac.uk/id/eprint/45799/1/Fajtl-J-45799-AAM.pdf,5,https://github.com/mbinkowski/MMD-GAN,github.com/mbinkowski/MMD-GAN,mbinkowski/MMD-GAN
An objective and subjective quality assessment study of passive gaming video streaming,Nabajeet Barman,https://eprints.kingston.ac.uk/id/eprint/42457/1/Barman-N-42457-AAM-1.pdf,15,https://github.com/Netﬂix/vmaf2018.,github.com/Netflix/vmaf,Netflix/vmaf
Lossless compression of data from static and mobile Dynamic Vision Sensors : performance and trade-offs,Nabeel Khan,https://eprints.kingston.ac.uk/id/eprint/45394/1/Khan-N-45394-VoR.pdf,14,https://github.com/google/snappy,github.com/google/snappy,google/snappy
Multi-trait genome-wide association study identifies new loci associated with optic disc parameters,Pieter W. M. Bonnemaijer,https://eprints.kingston.ac.uk/id/eprint/44683/1/Bonnemaijer-P-44683-VoR.pdf,8,"https://github.com/bulik/ldsc),",github.com/bulik/ldsc,bulik/ldsc
Multi-trait genome-wide association study identifies new loci associated with optic disc parameters,Pieter W. M. Bonnemaijer,https://eprints.kingston.ac.uk/id/eprint/44683/1/Bonnemaijer-P-44683-VoR.pdf,8,https://github.com/omeed-maghzian/mtag).,github.com/omeed-maghzian/mtag,omeed-maghzian/mtag
On the suitability of VMAF for quality assessment of medical videos : medical ultrasound & wireless capsule endoscopy,Muhammad Arslan Usman,https://eprints.kingston.ac.uk/id/eprint/43769/1/Usman-M-A-43769.pdf,7,https://github.com/Netflix/vmaf.,github.com/Netflix/vmaf,Netflix/vmaf
Artificial intelligence and music : open questions of copyright law and engineering praxis,Bob L. T. Sturm,https://eprints.kingston.ac.uk/id/eprint/44298/1/Ben-Tal-O-44298-VoR.pdf,1,https://github.com/IraKorshunova/folk-rnn.,github.com/IraKorshunova/folk-rnn,IraKorshunova/folk-rnn
Artificial intelligence and music : open questions of copyright law and engineering praxis,Bob L. T. Sturm,https://eprints.kingston.ac.uk/id/eprint/44298/1/Ben-Tal-O-44298-VoR.pdf,7,http://github.com/adactio/TheSession-data.,github.com/adactio/TheSession-data,adactio/TheSession-data
Artificial intelligence and music : open questions of copyright law and engineering praxis,Bob L. T. Sturm,https://eprints.kingston.ac.uk/id/eprint/44298/1/Ben-Tal-O-44298-VoR.pdf,10,"https://github.com/victorwegeborn/folk-rnn,",github.com/victorwegeborn/folk-rnn,victorwegeborn/folk-rnn
"GWAS on longitudinal growth traits reveals different genetic factors influencing infant, child, and adult BMI",Alexessander Couto Alves,https://eprints.kingston.ac.uk/id/eprint/43995/1/Buxton-J-L-43995-VoR.pdf,10,https://github.com/chr1swallace/coloc/blob/,github.com/chr1swallace/coloc,chr1swallace/coloc
"GWAS on longitudinal growth traits reveals different genetic factors influencing infant, child, and adult BMI",Alexessander Couto Alves,https://eprints.kingston.ac.uk/id/eprint/43995/1/Buxton-J-L-43995-VoR.pdf,11,https://github.com/bulik/ldsc.,github.com/bulik/ldsc,bulik/ldsc
Evaluation of indirect methods for motion compensation in 2D focal liver lesion Contrast-Enhanced Ultrasound (CEUS) imaging,Spyridon Bakas,https://eprints.kingston.ac.uk/id/eprint/42751/1/Makris-D-42751-AAM.pdf,30,https://github.com/sbakas/FLL_CEUS_analysis).,github.com/sbakas/FLL_CEUS_analysis,sbakas/FLL_CEUS_analysis
QoE modeling for HTTP adaptive video streaming : a survey and open challenges,Nabajeet Barman,https://eprints.kingston.ac.uk/id/eprint/42804/1/Barman-N-42804-VoR.pdf,27,https://github.com/Netﬂix/vmaf,github.com/Netflix/vmaf,Netflix/vmaf
Machine learning research that matters for music creation : a case study,Bob L. Sturm,https://eprints.kingston.ac.uk/id/eprint/41834/6/Ben-Tal-O-41834-AAM.pdf,3,https://github.com/IraKorshunova/folk-rnn,github.com/IraKorshunova/folk-rnn,IraKorshunova/folk-rnn
Machine learning research that matters for music creation : a case study,Bob L. Sturm,https://eprints.kingston.ac.uk/id/eprint/41834/6/Ben-Tal-O-41834-AAM.pdf,12,https://github.com/feynmanliang/bachbot,github.com/feynmanliang/bachbot,feynmanliang/bachbot
Multi-organ plant classification based on convolutional and recurrent neural networks,Sue Han Lee,https://eprints.kingston.ac.uk/id/eprint/42858/1/Remagnino-P-42858-AAM.pdf,1,https://github.com/cs-chan/Deep-Plant.,github.com/cs-chan/Deep-Plant,cs-chan/Deep-Plant
Experimental and mathematical investigation of the chaotic dripping mode,Jevgenijs Trunins,https://eprints.kingston.ac.uk/id/eprint/41115/1/Trunins-J.pdf,192,https://github.com/adafruit/Adafruit_ADXL345.git,github.com/adafruit/Adafruit_ADXL,adafruit/Adafruit_ADXL343
Experimental and mathematical investigation of the chaotic dripping mode,Jevgenijs Trunins,https://eprints.kingston.ac.uk/id/eprint/41115/1/Trunins-J.pdf,192,https://github.com/adafruit/Adafruit_Python_MAX31855.git,github.com/adafruit/Adafruit_Python_MAX,adafruit/Adafruit_Python_MAX9744
Taking the models back to music practice : evaluating generative transcription models built using deep learning,Bob L. Sturm,https://eprints.kingston.ac.uk/id/eprint/39066/1/Ben-Tal-O-39066-VoR.pdf,0,https://github.com/IraKorshunova/folk-rnn.,github.com/IraKorshunova/folk-rnn,IraKorshunova/folk-rnn
Taking the models back to music practice : evaluating generative transcription models built using deep learning,Bob L. Sturm,https://eprints.kingston.ac.uk/id/eprint/39066/1/Ben-Tal-O-39066-VoR.pdf,2,https://github.com/tensorflow/magenta,github.com/tensorflow/magenta,tensorflow/magenta
"Packet loss visibility across SD, HD, 3D, and UHD video streams",A.O. Adeyemi-Ejeye,https://eprints.kingston.ac.uk/id/eprint/37640/1/Adeyemi-Ejeye-A-37640-AAM.pdf,32,https://github.com/FFmpeg/FFmpeg/pull/60/files,github.com/FFmpeg/FFmpeg,FFmpeg/FFmpeg
Agent based-stock flow consistent macroeconomics : towards a benchmark model,Alessandro Caiani,https://eprints.kingston.ac.uk/id/eprint/35296/1/Godin-A-35296-AAM.pdf,7,https://github.com/S120/jmab.,github.com/S120/jmab,S120/jmab
Agent based-stock flow consistent macroeconomics : towards a benchmark model,Alessandro Caiani,https://eprints.kingston.ac.uk/id/eprint/35296/1/Godin-A-35296-AAM.pdf,21,https://github.com/S120/benchmark,github.com/S120/benchmark,S120/benchmark
CLustre : semi-automated lineament clustering for palaeo-glacial reconstruction,Mike J. Smith,https://eprints.kingston.ac.uk/id/eprint/32295/7/Smith-M-32295-AAM.pdf,6,https://github.com/niels-anders/clustre).,github.com/niels-anders/clustre,niels-anders/clustre
